Date current as of 9/27/21,,,,,,,,
,,,,,,,,
CAMPUS,Payer/Plan Name,DRG/CPT/HCPCS Code,DRG/CPT/HCPCS Description,Gross Charge,Discounted Cash Price,Negotiated Rate,Min Negotiated Rate,Max Negotiated Rate
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR FAMILIES TRANS WITH BH,92012,OPHTHALMOLOGICAL EST. INTERMED,550,$143.96 ,148.05,59.34,656.25
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR FAMILIES WITH BH,92012,OPTHM SERVICES;INTERM;EST,550,$143.96 ,148.05,59.34,656.25
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR KIDS,92012,INTERMED EST EXAM,550,$143.96 ,148.05,59.34,656.25
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY DUAL COMPLETE,92012,OPTHM SERVICES; INTERM; EST,550,$143.96 ,141.98,59.34,656.25
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN ALIESSA NO COPAY,92012,OPTHM SERVICES;INTERM;EST,550,$143.96 ,167.3,59.34,656.25
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN PLUS COPAY,92012,OPTHM SERVICES; INTERM; EST,550,$143.96 ,167.3,59.34,656.25
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN PLUS NO COPAY,92012,EST OPTHALMOLOGY VISIT INT,550,$143.96 ,167.3,59.34,656.25
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN STANDARD COPAY,92012,OPHTHALMOLOGICAL EST. INTERMED,550,$143.96 ,163.04,59.34,656.25
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN STANDARD NO COPAY,92012,EST OPTHALMOLOGY VISIT INT,550,$143.96 ,159.41,59.34,656.25
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY WELLNESS 4ME,92012,INTERMED EST EXAM,550,$143.96 ,148.05,59.34,656.25
NYEE,UNITEDHEALTHCARE SERVICES INC,92012,EST OPTHALMOLOGY VISIT INT,550,$143.96 ,550,59.34,656.25
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MCADVANTAGE MOSAIC CHOICE,92012,INTERMED EST EXAM,550,$143.96 ,135.87,59.34,656.25
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MCARE ADVANTAGE ESSENTIAL,92012,INTERM EYE EXAM EST PT,550,$143.96 ,133.16,59.34,656.25
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MCARECOMPLETE ESSENTIAL,92012,EST OPTHALMOLOGY VISIT INT,550,$143.96 ,132.97,59.34,656.25
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MEDICARE ADVANTAGE CHOICE,92012,INTERMED EST EXAM,550,$143.96 ,135.87,59.34,656.25
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MEDICARE ADVANTAGE MOSAIC,92012,INTERMED EST EXAM,550,$143.96 ,135.87,59.34,656.25
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MEDICARE ADVANTAGE PLAN 1,92012,OPTHM SERVICES; INTERM; EST,550,$143.96 ,135.87,59.34,656.25
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MEDICARE ADVANTAGE PLAN 2,92012,INTERMED EST EXAM,550,$143.96 ,135.87,59.34,656.25
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MEDICARE ADVANTAGE PLAN 3,92012,OPTHM SERVICES; INTERM; EST,550,$143.96 ,133.16,59.34,656.25
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MEDICARECOMPLETE,92012,OPTHM SERVICES; INTERM; EST,550,$143.96 ,132.97,59.34,656.25
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MEDICARECOMPLETE MOSAIC,92012,OPTHM SERVICES;INTERM;EST,550,$143.96 ,132.97,59.34,656.25
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MEDICARECOMPLETE PLAN 1,92012,EST OPTHALMOLOGY VISIT INT,550,$143.96 ,132.97,59.34,656.25
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MEDICARECOMPLETE PLAN 2,92012,OPTHM SERVICES; INTERM; EST,550,$143.96 ,132.97,59.34,656.25
NYEE,"UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AT&T, INC.",92012,EST OPTHALMOLOGY VISIT INT,550,$143.96 ,133.16,59.34,656.25
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES BANK OF AMERICA,92012,EST OPTHALMOLOGY VISIT INT,550,$143.96 ,135.87,59.34,656.25
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES CITIGROUP,92012,OPTHM SERVICES;INTERM;EST,550,$143.96 ,135.87,59.34,656.25
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES METLIFE,92012,INTERM EYE EXAM EST PT,550,$143.96 ,135.87,59.34,656.25
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES PFIZER,92012,OPHTHALMOLOGICAL EST. INTERMED,550,$143.96 ,132.97,59.34,656.25
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES PRICEWATERHOUSECOOPERS,92012,INTERMED EST EXAM,550,$143.96 ,132.97,59.34,656.25
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES THE LEGAL AID SOCIETY,92012,OPHTHALMOLOGICAL EST. INTERMED,550,$143.96 ,133.16,59.34,656.25
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES UHC MCARE ADVANTAGE CHOICE PL1,92012,OPTHM SERVICES; INTERM; EST,550,$143.96 ,135.87,59.34,656.25
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES UHC MCARE ADVANTAGE CHOICE PL3,92012,INTERMED EST EXAM,550,$143.96 ,133.16,59.34,656.25
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES UHC MCARE ADVANTAGE CHOICE PL4,92012,EST OPTHALMOLOGY VISIT INT,550,$143.96 ,135.87,59.34,656.25
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES UHC MCARE ADVANTAGE ESSENTIAL,92012,EST OPTHALMOLOGY VISIT INT,550,$143.96 ,133.16,59.34,656.25
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES UHC MCARECOMPLETE CHOICE ESSEN,92012,OPTHM SERVICES;INTERM;EST,550,$143.96 ,132.97,59.34,656.25
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES UHC MEDICARECOMPLETE CHOICEPL1,92012,EST OPTHALMOLOGY VISIT INT,550,$143.96 ,132.97,59.34,656.25
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES UHC MEDICARECOMPLETE CHOICEPL4,92012,OPHTHALMOLOGICAL EST. INTERMED,550,$143.96 ,132.97,59.34,656.25
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES UHC NURSING HOME PLAN 1,92012,OPTHM SERVICES;INTERM;EST,550,$143.96 ,135.87,59.34,656.25
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES UNITEDHEALTHCARE NURSING HOME,92012,INTERM EYE EXAM EST PT,550,$143.96 ,133.16,59.34,656.25
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES USGVI,92012,OPTHM SERVICES; INTERM; EST,550,$143.96 ,135.87,59.34,656.25
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES VERIZON,92012,INTERM EYE EXAM EST PT,550,$143.96 ,135.87,59.34,656.25
NYEE,VILLAGE SENIOR SERVICES,92012,INTERM EYE EXAM EST PT,550,$143.96 ,149.46,59.34,656.25
NYEE,VNF - IMAGENET,92012,OPTHM SERVICES; INTERM; EST,550,$143.96 ,135.87,59.34,656.25
NYEE,VNS,92012,INTERM EYE EXAM EST PT,550,$143.96 ,135.87,59.34,656.25
NYEE,VNS FIDA,92012,OPHTHALMOLOGICAL EST. INTERMED,550,$143.96 ,135.68,59.34,656.25
NYEE,"WELLCARE HEALTH INSURANCE OF NY, INC",92012,OPTHM SERVICES;INTERM;EST,550,$143.96 ,139.95,59.34,656.25
NYEE,WELLCARE OF NEW YORK INC,92012,OPTHM SERVICES; INTERM; EST,550,$143.96 ,152.49,59.34,656.25
NYEE,"WELLCARE OF NEW YORK, INC",92012,INTERM EYE EXAM EST PT,550,$143.96 ,139.95,59.34,656.25
NYEE,WMMI,92012,INTERM EYE EXAM EST PT,550,$143.96 ,135.87,59.34,656.25
NYEE,AETNA MEDICARE (V03) PPO PLAN NET 03397,92014,OPTHM SERVICES;COMPREH;EST,600,$143.96 ,135.87,132.97,166.15
NYEE,EMPIRE HEALTHCHOICE ASSURANCE,92014,OPTHM SERVICES;COMPREH;EST,600,$143.96 ,135.87,132.97,166.15
NYEE,FIDELIS CARE NEW YORK NEW YORK MEDICAID,92014,COMP EST EXAM,600,$143.96 ,156.39,132.97,166.15
NYEE,METROPLUS HEALTH PLAN,92014,OPHTHALMOLOGICAL EST COMPREHEN,600,$143.96 ,166.15,132.97,166.15
NYEE,NYSDOH,92014,COMP EST EXAM,600,$143.96 ,147.92,132.97,166.15
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MEDICARECOMPLETE MOSAIC,92014,OPHTHALMOLOGICAL EST COMPREHEN,600,$143.96 ,132.97,132.97,166.15
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MEDICARECOMPLETE PLAN 1,92014,COMP EST EXAM,600,$143.96 ,132.97,132.97,166.15
NYEE,AETNA AETNA OPEN ACCESS  ELECT CHOICE NET 01344,92015,Determination of refractive state,314.6,100% of Medicare,378,22.42,378
NYEE,AETNA AETNA OPEN ACCESS  MANAGED CHOICE NET 00357,92015,Determination of refractive state,314.6,100% of Medicare,153.48,22.42,378
NYEE,AETNA ELITE PPO NET 03397,92015,Determination of refractive state,314.6,100% of Medicare,22.42,22.42,378
NYEE,AETNA OPEN ACCESS AETNA SELECT  8480 NET 01344,92015,Determination of refractive state,314.6,100% of Medicare,153.48,22.42,378
NYEE,EH FACET EFT,92015,Determination of refractive state,314.6,100% of Medicare,100.88,22.42,378
NYEE,GOLDCARE II,92015,Determination of refractive state,314.6,100% of Medicare,89.07,22.42,378
NYEE,"HEALTHPLUS HP, LLC HEALTHPLUS CHIP",92015,Determination of refractive state,314.6,100% of Medicare,90.88,22.42,378
NYEE,"HEALTHPLUS HP, LLC HEALTHPLUS ESSENTIAL PLAN",92015,Determination of refractive state,314.6,100% of Medicare,125.09,22.42,378
NYEE,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",92015,Determination of refractive state,314.6,100% of Medicare,90.88,22.42,378
NYEE,METROPLUS ENHANCED (HARP),92015,Determination of refractive state,314.6,100% of Medicare,98.86,22.42,378
NYEE,METROPLUS ESSENTIAL PLAN,92015,Determination of refractive state,314.6,100% of Medicare,100.88,22.42,378
NYEE,METROPLUS HEALTH PLAN,92015,Determination of refractive state,314.6,100% of Medicare,98.86,22.42,378
NYEE,UNITEDHEALTHCARE BENEFITS PLAN OF CALIFORNIA SEL+POS,92015,Determination of refractive state,314.6,100% of Medicare,76,22.42,378
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR FAMILIES,92015,Determination of refractive state,314.6,100% of Medicare,90.88,22.42,378
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR FAMILIES WITH BH,92015,Determination of refractive state,314.6,100% of Medicare,100.88,22.42,378
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR KIDS,92015,Determination of refractive state,314.6,100% of Medicare,90.88,22.42,378
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN ALIESSA NO COPAY,92015,Determination of refractive state,314.6,100% of Medicare,139.2,22.42,378
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN PLUS COPAY,92015,Determination of refractive state,314.6,100% of Medicare,113.99,22.42,378
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MCADVANTAGE MOSAIC CHOICE,92015,Determination of refractive state,314.6,100% of Medicare,22.85,22.42,378
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MEDICARE ADVANTAGE MOSAIC,92015,Determination of refractive state,314.6,100% of Medicare,22.73,22.42,378
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MEDICARE ADVANTAGE PLAN 1,92015,Determination of refractive state,314.6,100% of Medicare,23.31,22.42,378
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MEDICARE ADVANTAGE PLAN 2,92015,Determination of refractive state,314.6,100% of Medicare,23.31,22.42,378
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MEDICARECOMPLETE PLAN 1,92015,Determination of refractive state,314.6,100% of Medicare,76,22.42,378
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MEDICARECOMPLETE PLAN 2,92015,Determination of refractive state,314.6,100% of Medicare,76,22.42,378
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES UHC NURSING HOME PLAN 1,92015,Determination of refractive state,314.6,100% of Medicare,22.94,22.42,378
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES VERIZON,92015,Determination of refractive state,314.6,100% of Medicare,22.59,22.42,378
NYEE,WELLCARE OF NEW YORK INC,92015,Determination of refractive state,314.6,100% of Medicare,100.16,22.42,378
NYEE,"WELLCARE OF NEW YORK, INC",92015,Determination of refractive state,314.6,100% of Medicare,130.7,22.42,378
NYEE,AETNA AETNA CHOICE  POS II NET 00357,92020,GONIOSCOPY,491.7,$135.73 ,374.93,70.12,382.61
NYEE,AETNA AETNA HEALTHFUND  AETNA CHOICE  POS II NET 00357,92020,GONIOSCOPY,491.7,$135.73 ,382.61,70.12,382.61
NYEE,AETNA AETNA OPEN ACCESS  ELECT CHOICE NET 01344,92020,GONIOSCOPY,491.7,$135.73 ,374.93,70.12,382.61
NYEE,AETNA AETNA OPEN ACCESS  MANAGED CHOICE NET 00357,92020,GONIOSCOPY,491.7,$135.73 ,345.43,70.12,382.61
NYEE,AETNA AEXCEL  PLUS AETNA CHOICE  POS II NET 00357,92020,GONIOSCOPY (SEP PROC),491.7,$135.73 ,311.82,70.12,382.61
NYEE,AETNA OPEN ACCESS AETNA SELECT  8480 NET 01344,92020,GONIOSCOPY (SEP PROC),491.7,$135.73 ,341.85,70.12,382.61
NYEE,AETNA PREMIER PPO NET 03397,92020,GONIOSCOPY (SEP PROC),491.7,$135.73 ,127.78,70.12,382.61
NYEE,AFFINITY HEALTH PLAN,92020,GONIOSCOPY,491.7,$135.73 ,101.79,70.12,382.61
NYEE,BCBS FEP,92020,GONIOSCOPY,491.7,$135.73 ,94.19,70.12,382.61
NYEE,EH FACET EFT,92020,GONIOSCOPY (SEP PROC),491.7,$135.73 ,90.88,70.12,382.61
NYEE,FIDELIS CARE NEW YORK CHILD HEALTH PLUS NETWORK,92020,GONIOSCOPY (SEP PROC),491.7,$135.73 ,90.88,70.12,382.61
NYEE,FIDELIS CARE NEW YORK ESSENTIAL PLAN - ALIESSA,92020,GONIOSCOPY (SEP PROC),491.7,$135.73 ,90.88,70.12,382.61
NYEE,FIDELIS CARE NEW YORK ESSENTIAL PLAN - NON ALIESSA,92020,GONIOSCOPY (SEP PROC),491.7,$135.73 ,109.06,70.12,382.61
NYEE,FIDELIS CARE NEW YORK NEW YORK MEDICAID,92020,GONIOSCOPY,491.7,$135.73 ,90.88,70.12,382.61
NYEE,FIDELIS CARE NEW YORK-EXCHANGES NY EXCHANGES NETWORK,92020,GONIOSCOPY (SEP PROC),491.7,$135.73 ,140.56,70.12,382.61
NYEE,GHI NYC FACETS,92020,GONIOSCOPY,491.7,$135.73 ,70.34,70.12,382.61
NYEE,GOLDCARE II,92020,GONIOSCOPY,491.7,$135.73 ,89.07,70.12,382.61
NYEE,GROUP HEALTH INC,92020,GONIOSCOPY,491.7,$135.73 ,70.12,70.12,382.61
NYEE,"HEALTHPLUS HP, LLC HEALTHPLUS ESSENTIAL PLAN",92020,GONIOSCOPY,491.7,$135.73 ,112.69,70.12,382.61
NYEE,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",92020,GONIOSCOPY,491.7,$135.73 ,90.88,70.12,382.61
NYEE,METROPLUS ENHANCED (HARP),92020,GONIOSCOPY,491.7,$135.73 ,89.07,70.12,382.61
NYEE,METROPLUS ESSENTIAL PLAN,92020,GONIOSCOPY (SEP PROC),491.7,$135.73 ,90.89,70.12,382.61
NYEE,METROPLUS HEALTH PLAN,92020,GONIOSCOPY,491.7,$135.73 ,89.06,70.12,382.61
NYEE,METROPLUS HEALTH PLAN - HHC,92020,GONIOSCOPY,491.7,$135.73 ,89.07,70.12,382.61
NYEE,MVP Health Plan Not Assigned,92020,GONIOSCOPY,491.7,$135.73 ,90.88,70.12,382.61
NYEE,NYSDOH,92020,GONIOSCOPY,491.7,$135.73 ,90.89,70.12,382.61
NYEE,UNITED HEALTHCARE INS. CO. OF NY,92020,GONIOSCOPY,491.7,$135.73 ,225.24,70.12,382.61
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC,92020,GONIOSCOPY,491.7,$135.73 ,306.93,70.12,382.61
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR FAMILIES WITH BH,92020,GONIOSCOPY (SEP PROC),491.7,$135.73 ,90.88,70.12,382.61
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN ALIESSA NO COPAY,92020,GONIOSCOPY (SEP PROC),491.7,$135.73 ,102.69,70.12,382.61
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN PLUS COPAY,92020,GONIOSCOPY,491.7,$135.73 ,102.69,70.12,382.61
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN STANDARD COPAY,92020,GONIOSCOPY,491.7,$135.73 ,102.69,70.12,382.61
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY WELLNESS 4ME,92020,GONIOSCOPY (SEP PROC),491.7,$135.73 ,90.88,70.12,382.61
NYEE,VNS,92020,GONIOSCOPY,491.7,$135.73 ,90.88,70.12,382.61
NYEE,AETNA AETNA OPEN ACCESS  ELECT CHOICE NET 01344,92025,CORNEAL TOPOGRAPHY,314.6,$67.48 ,214.73,56.42,306.93
NYEE,AETNA OPEN ACCESS AETNA SELECT  8480 NET 01344,92025,CORNEAL TOPOGRAPHY,314.6,$67.48 ,241.43,56.42,306.93
NYEE,AFFINITY HEALTH PLAN,92025,CORNEAL TOPOGRAPHY,314.6,$67.48 ,101.79,56.42,306.93
NYEE,BCBS FEP,92025,CORNEAL TOPOGRAPHY,314.6,$67.48 ,56.42,56.42,306.93
NYEE,EH FACET EFT,92025,CORNEAL TOPOGRAPHY,314.6,$67.48 ,70.92,56.42,306.93
NYEE,EMPIRE HEALTHCHOICE ASSURANCE,92025,CORNEAL TOPOGRAPHY,314.6,$67.48 ,57.57,56.42,306.93
NYEE,FIDELIS CARE NEW YORK - MEDICARE ADVANTAGE DUAL ELIGIBLE NETWORK - MEDICARE/MEDICAID,92025,CORNEAL TOPOGRAPHY,314.6,$67.48 ,64.47,56.42,306.93
NYEE,FIDELIS CARE NEW YORK CHILD HEALTH PLUS NETWORK,92025,CORNEAL TOPOGRAPHY,314.6,$67.48 ,90.88,56.42,306.93
NYEE,FIDELIS CARE NEW YORK ESSENTIAL PLAN - ALIESSA,92025,CORNEAL TOPOGRAPHY,314.6,$67.48 ,90.88,56.42,306.93
NYEE,FIDELIS CARE NEW YORK ESSENTIAL PLAN - NON ALIESSA,92025,CORNEAL TOPOGRAPHY,314.6,$67.48 ,109.06,56.42,306.93
NYEE,FIDELIS CARE NEW YORK NEW YORK MEDICAID,92025,CORNEAL TOPOGRAPHY,314.6,$67.48 ,95.88,56.42,306.93
NYEE,"HEALTHPLUS HP, LLC HEALTHPLUS ESSENTIAL PLAN",92025,CORNEAL TOPOGRAPHY,314.6,$67.48 ,95.88,56.42,306.93
NYEE,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",92025,CORNEAL TOPOGRAPHY,314.6,$67.48 ,90.88,56.42,306.93
NYEE,HUMANA INC. MEDICARE ADVANTAGE HMO,92025,CORNEAL TOPOGRAPHY,314.6,$67.48 ,65.76,56.42,306.93
NYEE,METROPLUS ENHANCED (HARP),92025,CORNEAL TOPOGRAPHY,314.6,$67.48 ,89.07,56.42,306.93
NYEE,METROPLUS ESSENTIAL PLAN,92025,CORNEAL TOPOGRAPHY,314.6,$67.48 ,95.88,56.42,306.93
NYEE,METROPLUS HEALTH PLAN,92025,CORNEAL TOPOGRAPHY,314.6,$67.48 ,89.07,56.42,306.93
NYEE,METROPLUS HEALTH PLAN - HHC,92025,CORNEAL TOPOGRAPHY,314.6,$67.48 ,89.07,56.42,306.93
NYEE,NYSDOH,92025,CORNEAL TOPOGRAPHY,314.6,$67.48 ,100.88,56.42,306.93
NYEE,OSCAR INSURANCE CORPORATION,92025,CORNEAL TOPOGRAPHY,314.6,$67.48 ,141.57,56.42,306.93
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC,92025,CORNEAL TOPOGRAPHY,314.6,$67.48 ,304,56.42,306.93
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC+,92025,CORNEAL TOPOGRAPHY,314.6,$67.48 ,306.93,56.42,306.93
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR FAMILIES WITH BH,92025,CORNEAL TOPOGRAPHY,314.6,$67.48 ,100.88,56.42,306.93
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY DUAL COMPLETE,92025,CORNEAL TOPOGRAPHY,314.6,$67.48 ,67.37,56.42,306.93
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN ALIESSA NO COPAY,92025,CORNEAL TOPOGRAPHY,314.6,$67.48 ,102.69,56.42,306.93
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN PLUS COPAY,92025,CORNEAL TOPOGRAPHY,314.6,$67.48 ,113.99,56.42,306.93
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MEDICARE ADVANTAGE PLAN 1,92025,CORNEAL TOPOGRAPHY,314.6,$67.48 ,63.69,56.42,306.93
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MEDICARE ADVANTAGE PLAN 2,92025,CORNEAL TOPOGRAPHY,314.6,$67.48 ,64.47,56.42,306.93
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MEDICARECOMPLETE PLAN 1,92025,CORNEAL TOPOGRAPHY,314.6,$67.48 ,64.43,56.42,306.93
NYEE,VNS,92025,CORNEAL TOPOGRAPHY,314.6,$67.48 ,100.88,56.42,306.93
NYEE,"WELLCARE OF NEW YORK, INC",92025,CORNEAL TOPOGRAPHY,314.6,$67.48 ,66.41,56.42,306.93
NYEE,AETNA AETNA CHOICE  POS II NET 00357,92060,SENSIMOTOR FOR OCC DEVIATION,349,$67.48 ,241.43,63.79,306.93
NYEE,AETNA AETNA HEALTHFUND  AETNA CHOICE  POS II NET 00357,92060,ORTH-OCULAR MOTILITY EVAL,349,$67.48 ,141.97,63.79,306.93
NYEE,AETNA AETNA OPEN ACCESS  ELECT CHOICE NET 01344,92060,ORTH-OCULAR MOTILITY EVAL,349,$67.48 ,141.97,63.79,306.93
NYEE,AETNA AETNA OPEN ACCESS  MANAGED CHOICE NET 00357,92060,ORTH-OCULAR MOTILITY EVAL,349,$67.48 ,241.43,63.79,306.93
NYEE,AETNA AEXCEL  PLUS AETNA CHOICE  POS II NET 00357,92060,SENSIMOTOR FOR OCC DEVIATION,349,$67.48 ,141.97,63.79,306.93
NYEE,AETNA OPEN ACCESS AETNA SELECT  8480 NET 01344,92060,SENSIMOTOR FOR OCC DEVIATION,349,$67.48 ,241.43,63.79,306.93
NYEE,AETNA OPEN ACCESS AETNA SELECT  8480 NET 08135,92060,SENSIMOTOR FOR OCC DEVIATION,349,$67.48 ,191.7,63.79,306.93
NYEE,AETNA OPEN CHOICE NET 00391,92060,ORTH-OCULAR MOTILITY EVAL,349,$67.48 ,241.43,63.79,306.93
NYEE,AFFINITY HEALTH PLAN,92060,ORTH-OCULAR MOTILITY EVAL,349,$67.48 ,101.79,63.79,306.93
NYEE,BCBS FEP,92060,SENSIMOTOR FOR OCC DEVIATION,349,$67.48 ,164.53,63.79,306.93
NYEE,EH FACET EFT,92060,SENSIMOTOR FOR OCC DEVIATION,349,$67.48 ,90.88,63.79,306.93
NYEE,EMPIRE HEALTHCHOICE ASSURANCE,92060,SENSIMOTOR FOR OCC DEVIATION,349,$67.48 ,83.78,63.79,306.93
NYEE,FIDELIS CARE NEW YORK CHILD HEALTH PLUS NETWORK,92060,ORTH-OCULAR MOTILITY EVAL,349,$67.48 ,90.88,63.79,306.93
NYEE,FIDELIS CARE NEW YORK ESSENTIAL PLAN - ALIESSA,92060,SENSIMOTOR FOR OCC DEVIATION,349,$67.48 ,90.88,63.79,306.93
NYEE,FIDELIS CARE NEW YORK NEW YORK MEDICAID,92060,ORTH-OCULAR MOTILITY EVAL,349,$67.48 ,90.88,63.79,306.93
NYEE,GROUP HEALTH INC,92060,SENSIMOTOR FOR OCC DEVIATION,349,$67.48 ,92.04,63.79,306.93
NYEE,"HEALTHPLUS HP, LLC HEALTHPLUS CHIP",92060,SENSIMOTOR FOR OCC DEVIATION,349,$67.48 ,90.88,63.79,306.93
NYEE,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",92060,ORTH-OCULAR MOTILITY EVAL,349,$67.48 ,90.88,63.79,306.93
NYEE,MERITAIN HEALTH Aetna Choice POS II,92060,ORTH-OCULAR MOTILITY EVAL,349,$67.48 ,220.22,63.79,306.93
NYEE,METROPLUS ENHANCED (HARP),92060,SENSIMOTOR FOR OCC DEVIATION,349,$67.48 ,89.07,63.79,306.93
NYEE,METROPLUS ESSENTIAL PLAN,92060,SENSIMOTOR FOR OCC DEVIATION,349,$67.48 ,90.89,63.79,306.93
NYEE,METROPLUS HEALTH PLAN,92060,ORTH-OCULAR MOTILITY EVAL,349,$67.48 ,89.07,63.79,306.93
NYEE,METROPLUS HEALTH PLAN - HHC,92060,ORTH-OCULAR MOTILITY EVAL,349,$67.48 ,89.07,63.79,306.93
NYEE,NYSDOH,92060,ORTH-OCULAR MOTILITY EVAL,349,$67.48 ,90.89,63.79,306.93
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC,92060,SENSIMOTOR FOR OCC DEVIATION,349,$67.48 ,306.93,63.79,306.93
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC+,92060,SENSIMOTOR FOR OCC DEVIATION,349,$67.48 ,305.47,63.79,306.93
