Date current as of 9/27/21,,,,,,,,
,,,,,,,,
CAMPUS,Payer/Plan Name,DRG/CPT/HCPCS Code,DRG/CPT/HCPCS Description,Gross Charge,Discounted Cash Price,Negotiated Charge,Minimum Negotiated Charge,Maximum Negotiated Charge
MSQ,FIDELIS CARE NEW YORK NEW YORK MEDICAID,86682,STRONGYLOIDES IGG AB,154,100% of Medicare,12.36,11.18,21.6
MSQ,OSCAR INSURANCE CORPORATION,86682,SCHISTOSOMIASIS IGG AB,154,100% of Medicare,13.66,11.18,21.6
MSQ,UMR MOUNT SINAI HEALTH SYSTEM,86682,SCHISTOSOMIASIS IGG AB,154,100% of Medicare,11.18,11.18,21.6
MSQ,EMBLEMHEALTH - GHI GHI EMBLEM HEALTH PPO,86688,HTLV II,150,100% of Medicare,23.24,14.7,23.24
MSQ,OSCAR INSURANCE CORPORATION,86688,HTLV II,150,100% of Medicare,14.7,14.7,23.24
MSQ,AETNA AETNA CHOICE  POS II NET 00357,86694,HERPES ANTIBODY IGG,85,100% of Medicare,51.57,23.89,51.575
MSQ,GHI NYC FACETS,86694,HERPES ANTIBODY IGG,85,100% of Medicare,23.89,23.89,51.575
MSQ,1199SEIU NATIONAL BENEFIT FUND,86695,HERPES SIMPLEX TEST,45,100% of Medicare,19,11.87,75
MSQ,AETNA AETNA CHOICE  POS II NET 00357,86695,HERPES SIMPLEX TEST,45,100% of Medicare,30.37,11.87,75
MSQ,CIGNA HEALTH AND LIFE INSURANCE C OPEN ACCESS PLUS,86695,HSV 1 IGG,45,100% of Medicare,32.95,11.87,75
MSQ,EH FACET EFT,86695,HSV 1 IGG,45,100% of Medicare,30.51,11.87,75
MSQ,ELDERPLAN INC,86695,HERPES SIMPLEX TEST,45,100% of Medicare,14.36,11.87,75
MSQ,EMBLEMHEALTH - HIP HMO PRIME NETWORK,86695,HSV 1 IGG,45,100% of Medicare,75,11.87,75
MSQ,EMBLEMHEALTH - HIP VIP PRIME,86695,HERPES SIMPLEX TEST,45,100% of Medicare,75,11.87,75
MSQ,FIDELIS CARE NEW YORK - MEDICARE DUAL ELIGIBLE NETWORK - MEDICARE/MEDICAID,86695,HSV 1 IGG,45,100% of Medicare,13.19,11.87,75
MSQ,FIDELIS CARE NEW YORK NEW YORK MEDICAID,86695,HERPES SIMPLEX TEST,45,100% of Medicare,11.87,11.87,75
MSQ,GHI NYC EFT,86695,HERPES SIMPLEX TEST,45,100% of Medicare,22.85,11.87,75
MSQ,OSCAR INSURANCE CORPORATION,86695,HSV 1 IGG,45,100% of Medicare,13.85,11.87,75
MSQ,1199SEIU NATIONAL BENEFIT FUND,86696,HSV-2 TYPE SPEC AB IGG W/RFLX,60,100% of Medicare,19,19,68.75
MSQ,AETNA AETNA CHOICE  POS II NET 00357,86696,HSV-2 TYPE SPEC AB IGG W/RFLX,60,100% of Medicare,44.55,19,68.75
MSQ,CIGNA HEALTH AND LIFE INSURANCE C OPEN ACCESS PLUS,86696,HSV-2 TYPE SPEC AB IGG W/RFLX,60,100% of Medicare,68.75,19,68.75
MSQ,EMBLEMHEALTH - GHI GHI EMBLEM HEALTH PPO,86696,HSV 2 IGG,60,100% of Medicare,32.12,19,68.75
MSQ,OSCAR INSURANCE CORPORATION,86696,HSV 2 IGG,60,100% of Medicare,20.32,19,68.75
MSQ,AMIDA CARE,86701,AB SCREEN,130,100% of Medicare,10.6,9,46.95
MSQ,EMBLEMHEALTH - HIP ECPN ESSENTIAL A PLAN NET,86701,AB SCREEN,130,100% of Medicare,12,9,46.95
MSQ,EMBLEMHEALTH - HIP ENHANCED CARE NETWORK,86701,"HIV1,2 AB DIFF, SUPP PNL",130,100% of Medicare,9.85,9,46.95
MSQ,FIDELIS CARE NEW YORK NEW YORK MEDICAID,86701,"HIV1,2 AB DIFF, SUPP PNL",130,100% of Medicare,9,9,46.95
MSQ,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",86701,"HIV1,2 AB DIFF, SUPP PNL",130,100% of Medicare,10,9,46.95
MSQ,METROPLUS ESSENTIAL PLAN,86701,"HIV1,2 AB DIFF, SUPP PNL",130,100% of Medicare,10,9,46.95
MSQ,METROPLUS HEALTH PLAN,86701,AB SCREEN,130,100% of Medicare,10,9,46.95
MSQ,NYSDOH,86701,"HIV1,2 AB DIFF, SUPP PNL",130,100% of Medicare,10,9,46.95
MSQ,OSCAR INSURANCE CORPORATION,86701,"HIV1,2 AB DIFF, SUPP PNL",130,100% of Medicare,9.33,9,46.95
MSQ,UMR MOUNT SINAI HEALTH SYSTEM,86701,"HIV1,2 AB DIFF, SUPP PNL",130,100% of Medicare,46.95,9,46.95
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR FAMILIES WITH BH,86701,"HIV1,2 AB DIFF, SUPP PNL",130,100% of Medicare,10,9,46.95
MSQ,1199SEIU NATIONAL BENEFIT FUND,86704,HEPATITIS B CORE ANTIBODY,71,100% of Medicare,17,0.5,105.8
MSQ,AETNA AETNA CHOICE  POS II NET 00357,86704,HEPATITIS B CORE ANTIBODY,71,100% of Medicare,30.24,0.5,105.8
MSQ,AETNA AETNA OPEN ACCESS  ELECT CHOICE NET 01344,86704,HEPATITIS B CORE ANTIBODY,71,100% of Medicare,44.52,0.5,105.8
MSQ,AETNA AETNA OPEN ACCESS  MANAGED CHOICE NET 00357,86704,HEPATITIS B CORE ANTIBODY,71,100% of Medicare,45.18,0.5,105.8
MSQ,AETNA MEDICARE (V03) PPO PLAN NET 03397,86704,HEPATITIS B CORE ANTIBODY,71,100% of Medicare,12.05,0.5,105.8
MSQ,EH FACET EFT,86704,HEPATITIS B CORE ANTIBODY,71,100% of Medicare,25.43,0.5,105.8
MSQ,ELDERPLAN INC,86704,HEPATITIS B CORE ANTIBODY,71,100% of Medicare,13.12,0.5,105.8
MSQ,EMBLEMHEALTH - GHI GHI EMBLEM HEALTH PPO,86704,HEPATITIS B CORE ANTIBODY,71,100% of Medicare,20,0.5,105.8
MSQ,EMBLEMHEALTH - GHI NOT ASSIGNED,86704,HEPATITIS B CORE ANTIBODY,71,100% of Medicare,0.5,0.5,105.8
MSQ,EMBLEMHEALTH - HIP ENHANCED CARE NETWORK,86704,HEPATITIS B CORE ANTIBODY,71,100% of Medicare,48.02,0.5,105.8
MSQ,EMBLEMHEALTH - HIP EPO PLUS PROVIDER,86704,HEPATITIS B CORE ANTIBODY,71,100% of Medicare,20,0.5,105.8
MSQ,EMBLEMHEALTH - HIP HMO PRIME NETWORK,86704,HEPATITIS B CORE ANTIBODY,71,100% of Medicare,27.96,0.5,105.8
MSQ,EMBLEMHEALTH - HIP VIP PRIME,86704,HEPATITIS B CORE ANTIBODY,71,100% of Medicare,29.91,0.5,105.8
MSQ,EMPIRE HEALTHCHOICE ASSURANCE,86704,HEPATITIS B CORE ANTIBODY,71,100% of Medicare,105.8,0.5,105.8
MSQ,FIDELIS CARE NEW YORK - MEDICARE DUAL ELIGIBLE NETWORK - MEDICARE/MEDICAID,86704,HEPATITIS B CORE ANTIBODY,71,100% of Medicare,12.05,0.5,105.8
MSQ,FIDELIS CARE NEW YORK NEW YORK MEDICAID,86704,HEPATITIS B CORE ANTIBODY,71,100% of Medicare,10.85,0.5,105.8
MSQ,FIDELIS CARE NEW YORK-EXCHANGES NOT ASSIGNED,86704,HEPATITIS B CORE ANTIBODY,71,100% of Medicare,10.1,0.5,105.8
MSQ,FIDELIS CARE NEW YORK-EXCHANGES NY EXCHANGES NETWORK,86704,HEPATITIS B CORE ANTIBODY,71,100% of Medicare,13.26,0.5,105.8
MSQ,GHI NYC EFT,86704,HEPATITIS B CORE ANTIBODY,71,100% of Medicare,20,0.5,105.8
MSQ,METROPLUS ENHANCED (HARP),86704,HEPATITIS B CORE ANTIBODY,71,100% of Medicare,9.64,0.5,105.8
MSQ,METROPLUS ESSENTIAL PLAN,86704,HEPATITIS B CORE ANTIBODY,71,100% of Medicare,9.64,0.5,105.8
MSQ,METROPLUS HEALTH PLAN,86704,HEPATITIS B CORE ANTIBODY,71,100% of Medicare,9.64,0.5,105.8
MSQ,NYSDOH,86704,HEPATITIS B CORE ANTIBODY,71,100% of Medicare,10.1,0.5,105.8
MSQ,OSCAR INSURANCE CORPORATION,86704,HEPATITIS B CORE ANTIBODY,71,100% of Medicare,12.65,0.5,105.8
MSQ,OXFORD HEALTH INSURANCE INC FREEDOM,86704,HEPATITIS B CORE ANTIBODY,71,100% of Medicare,21.09,0.5,105.8
MSQ,OXFORD HEALTH INSURANCE INC LBTY,86704,HEPATITIS B CORE ANTIBODY,71,100% of Medicare,21.09,0.5,105.8
MSQ,OXFORD HEALTH INSURANCE INC LIBERTY NETWORK,86704,HEPATITIS B CORE ANTIBODY,71,100% of Medicare,21.09,0.5,105.8
MSQ,OXFORD HEALTH PLANS LLC FREEDOM,86704,HEPATITIS B CORE ANTIBODY,71,100% of Medicare,21.09,0.5,105.8
MSQ,UMR MOUNT SINAI HEALTH SYSTEM,86704,HEPATITIS B CORE ANTIBODY,71,100% of Medicare,10.36,0.5,105.8
MSQ,UNITEDHEALTHCARE INSURANCE COMPAN CHOYC+,86704,HEPATITIS B CORE ANTIBODY,71,100% of Medicare,10.36,0.5,105.8
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY DUAL COMPLETE,86704,HEPATITIS B CORE ANTIBODY,71,100% of Medicare,12.05,0.5,105.8
MSQ,WELLCARE HEALTH PLANS OF NEW JERS,86704,HEPATITIS B CORE ANTIBODY,71,100% of Medicare,15,0.5,105.8
MSQ,"WELLCARE OF NEW YORK, INC",86704,HEPATITIS B CORE ANTIBODY,71,100% of Medicare,12.41,0.5,105.8
MSQ,1199SEIU GREATER NEW YORK BENEFIT,86706,HEPATITIS B SURFACE AB HBSAB,75,100% of Medicare,15,0.59,94.28
MSQ,1199SEIU NATIONAL BENEFIT FUND,86706,HEPATITIS B SUR AB,75,100% of Medicare,15,0.59,94.28
MSQ,AETNA AETNA CHOICE  POS II NET 00357,86706,HEPATITIS B SURFACE AB HBSAB,75,100% of Medicare,24.72,0.59,94.28
MSQ,AETNA AETNA CHOICE  POS II NET 08134,86706,HEPATITIS B SURFACE AB HBSAB,75,100% of Medicare,22.2,0.59,94.28
MSQ,AETNA AETNA OPEN ACCESS  ELECT CHOICE NET 01344,86706,HEPATITIS B SUR AB,75,100% of Medicare,33.44,0.59,94.28
MSQ,AETNA AETNA OPEN ACCESS  MANAGED CHOICE NET 00357,86706,HEPATITIS B SURFACE AB HBSAB,75,100% of Medicare,36.73,0.59,94.28
MSQ,AETNA MEDICARE (V03) PPO PLAN NET 03397,86706,HEPATITIS B SURFACE AB HBSAB,75,100% of Medicare,10.74,0.59,94.28
MSQ,AETNA OPEN ACCESS AETNA SELECT  8480 NET 01344,86706,HEPATITIS B SURFACE AB HBSAB,75,100% of Medicare,26.55,0.59,94.28
MSQ,BCBS FEP,86706,HEPATITIS B SURFACE AB HBSAB,75,100% of Medicare,94.28,0.59,94.28
MSQ,CIGNA HEALTH AND LIFE INSURANCE C OPEN ACCESS PLUS IN-NETWORK,86706,HEPATITIS B SUR AB,75,100% of Medicare,18.58,0.59,94.28
MSQ,EH FACET EFT,86706,HEPATITIS B SUR AB,75,100% of Medicare,22.66,0.59,94.28
MSQ,ELDERPLAN INC,86706,HEPATITIS B SURFACE AB HBSAB,75,100% of Medicare,11.21,0.59,94.28
MSQ,EMBLEMHEALTH - GHI GHI EMBLEM HEALTH PPO,86706,HEPATITIS B SURFACE AB HBSAB,75,100% of Medicare,17.9,0.59,94.28
MSQ,EMBLEMHEALTH - GHI NOT ASSIGNED,86706,HEPATITIS B SUR AB,75,100% of Medicare,0.59,0.59,94.28
MSQ,EMBLEMHEALTH - HIP EPO PLUS PROVIDER,86706,HEPATITIS B SUR AB,75,100% of Medicare,17.83,0.59,94.28
MSQ,EMBLEMHEALTH - HIP HMO PRIME NETWORK,86706,HEPATITIS B SURFACE AB HBSAB,75,100% of Medicare,24.92,0.59,94.28
MSQ,EMBLEMHEALTH - HIP VIP PRIME,86706,HEPATITIS B SUR AB,75,100% of Medicare,48.26,0.59,94.28
MSQ,EMPIRE HEALTHCHOICE ASSURANCE,86706,HEPATITIS B SUR AB,75,100% of Medicare,48.91,0.59,94.28
MSQ,FIDELIS CARE NEW YORK - MEDICARE DUAL ELIGIBLE NETWORK - MEDICARE/MEDICAID,86706,HEPATITIS B SURFACE AB HBSAB,75,100% of Medicare,10.74,0.59,94.28
MSQ,FIDELIS CARE NEW YORK ESSENTIAL PLAN - ALIESSA,86706,HEPATITIS B SUR AB,75,100% of Medicare,10.1,0.59,94.28
MSQ,FIDELIS CARE NEW YORK NEW YORK MEDICAID,86706,HEPATITIS B SURFACE AB HBSAB,75,100% of Medicare,9.67,0.59,94.28
MSQ,FIDELIS CARE NEW YORK-EXCHANGES NOT ASSIGNED,86706,HEPATITIS B SUR AB,75,100% of Medicare,10.1,0.59,94.28
MSQ,FIDELIS CARE NEW YORK-EXCHANGES NY EXCHANGES NETWORK,86706,HEPATITIS B SURFACE AB HBSAB,75,100% of Medicare,11.81,0.59,94.28
MSQ,GHI NYC EFT,86706,HEPATITIS B SURFACE AB HBSAB,75,100% of Medicare,17.83,0.59,94.28
MSQ,GOLDCARE I,86706,HEPATITIS B SURFACE AB HBSAB,75,100% of Medicare,12.88,0.59,94.28
MSQ,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",86706,HEPATITIS B SUR AB,75,100% of Medicare,10.1,0.59,94.28
MSQ,METROPLUS ENHANCED (HARP),86706,HEPATITIS B SURFACE AB HBSAB,75,100% of Medicare,8.59,0.59,94.28
MSQ,METROPLUS ESSENTIAL PLAN,86706,HEPATITIS B SURFACE AB HBSAB,75,100% of Medicare,8.59,0.59,94.28
MSQ,METROPLUS HEALTH PLAN,86706,HEPATITIS B SUR AB,75,100% of Medicare,8.59,0.59,94.28
MSQ,OSCAR INSURANCE CORPORATION,86706,HEPATITIS B SURFACE AB HBSAB,75,100% of Medicare,11.28,0.59,94.28
MSQ,OXFORD HEALTH INSURANCE INC FREEDOM,86706,HEPATITIS B SURFACE AB HBSAB,75,100% of Medicare,18.8,0.59,94.28
MSQ,OXFORD HEALTH INSURANCE INC LBTY,86706,HEPATITIS B SUR AB,75,100% of Medicare,18.8,0.59,94.28
MSQ,OXFORD HEALTH INSURANCE INC METRO NETWORK,86706,HEPATITIS B SUR AB,75,100% of Medicare,18.8,0.59,94.28
MSQ,OXFORD HEALTH INSURANCE INC MTRO,86706,HEPATITIS B SURFACE AB HBSAB,75,100% of Medicare,18.8,0.59,94.28
MSQ,OXFORD HEALTH PLANS LLC FREEDOM,86706,HEPATITIS B SUR AB,75,100% of Medicare,18.8,0.59,94.28
MSQ,OXFORD HEALTH PLANS LLC MTRO,86706,HEPATITIS B SURFACE AB HBSAB,75,100% of Medicare,18.8,0.59,94.28
MSQ,UMR MOUNT SINAI HEALTH SYSTEM,86706,HEPATITIS B SUR AB,75,100% of Medicare,9.23,0.59,94.28
MSQ,UNITEDHEALTHCARE INSURANCE COMPAN CHOYC,86706,HEPATITIS B SUR AB,75,100% of Medicare,9.23,0.59,94.28
MSQ,UNITEDHEALTHCARE INSURANCE COMPAN CHOYC+,86706,HEPATITIS B SURFACE AB HBSAB,75,100% of Medicare,9.23,0.59,94.28
MSQ,UNITEDHEALTHCARE INSURANCE COMPAN SEL+POS,86706,HEPATITIS B SUR AB,75,100% of Medicare,9.23,0.59,94.28
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN STANDARD COPAY,86706,HEPATITIS B SUR AB,75,100% of Medicare,11.41,0.59,94.28
MSQ,WELLCARE HEALTH PLANS OF NEW JERS,86706,HEPATITIS B SUR AB,75,100% of Medicare,12,0.59,94.28
MSQ,EMBLEMHEALTH - HIP ENHANCED CARE NETWORK,86707,HEP BE ANTIBODY,32,100% of Medicare,29.55,10.41,30
MSQ,EMBLEMHEALTH - HIP HMO PRIME NETWORK,86707,HEP BE ANTIBODY,32,100% of Medicare,24.41,10.41,30
MSQ,EMBLEMHEALTH - HIP VIP PRIME,86707,HEP BE ANTIBODY,32,100% of Medicare,30,10.41,30
MSQ,FIDELIS CARE NEW YORK - MEDICARE DUAL ELIGIBLE NETWORK - MEDICARE/MEDICAID,86707,HEP BE ANTIBODY,32,100% of Medicare,12.21,10.41,30
MSQ,FIDELIS CARE NEW YORK NEW YORK MEDICAID,86707,HEP BE ANTIBODY,32,100% of Medicare,10.41,10.41,30
MSQ,GHI NYC FACETS,86707,HEP BE ANTIBODY,32,100% of Medicare,20.97,10.41,30
MSQ,OSCAR INSURANCE CORPORATION,86707,HEP BE ANTIBODY,32,100% of Medicare,13.49,10.41,30
MSQ,OXFORD HEALTH PLANS LLC FREEDOM,86707,HEP BE ANTIBODY,32,100% of Medicare,20.25,10.41,30
MSQ,OXFORD HEALTH PLANS LLC LBTY,86707,HEP BE ANTIBODY,32,100% of Medicare,20.25,10.41,30
MSQ,1199SEIU NATIONAL BENEFIT FUND,86708,"HEP A ANTIBODY, TOTAL",34,100% of Medicare,18,8.61,48.75
MSQ,AETNA MEDICARE (V03) PPO PLAN NET 03397,86708,"HEP A ANTIBODY, TOTAL",34,100% of Medicare,13.48,8.61,48.75
MSQ,EH FACET EFT,86708,"HEP A ANTIBODY, TOTAL",34,100% of Medicare,26.14,8.61,48.75
MSQ,ELDERPLAN INC,86708,"HEP A ANTIBODY, TOTAL",34,100% of Medicare,13.48,8.61,48.75
MSQ,EMBLEMHEALTH - GHI GHI EMBLEM HEALTH PPO,86708,"HEP A ANTIBODY, TOTAL",34,100% of Medicare,20.57,8.61,48.75
MSQ,EMBLEMHEALTH - HIP HMO PRIME NETWORK,86708,"HEP A ANTIBODY, TOTAL",34,100% of Medicare,48.75,8.61,48.75
MSQ,EMBLEMHEALTH - HIP VIP PRIME,86708,"HEP A ANTIBODY, TOTAL",34,100% of Medicare,48.75,8.61,48.75
MSQ,FIDELIS CARE NEW YORK - MEDICARE DUAL ELIGIBLE NETWORK - MEDICARE/MEDICAID,86708,"HEP A ANTIBODY, TOTAL",34,100% of Medicare,12.39,8.61,48.75
MSQ,FIDELIS CARE NEW YORK NEW YORK MEDICAID,86708,"HEP A ANTIBODY, TOTAL",34,100% of Medicare,11.15,8.61,48.75
MSQ,FIDELIS CARE NEW YORK-EXCHANGES NOT ASSIGNED,86708,"HEP A ANTIBODY, TOTAL",34,100% of Medicare,10,8.61,48.75
MSQ,FIDELIS CARE NEW YORK-EXCHANGES NY EXCHANGES NETWORK,86708,"HEP A ANTIBODY, TOTAL",34,100% of Medicare,17,8.61,48.75
MSQ,GHI NYC EFT,86708,"HEP A ANTIBODY, TOTAL",34,100% of Medicare,20.57,8.61,48.75
MSQ,OSCAR INSURANCE CORPORATION,86708,"HEP A ANTIBODY, TOTAL",34,100% of Medicare,13.01,8.61,48.75
MSQ,OXFORD HEALTH INSURANCE INC LBTY,86708,"HEP A ANTIBODY, TOTAL",34,100% of Medicare,21.68,8.61,48.75
MSQ,UMR MOUNT SINAI HEALTH SYSTEM,86708,"HEP A ANTIBODY, TOTAL",34,100% of Medicare,10.65,8.61,48.75
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN STANDARD COPAY,86708,"HEP A ANTIBODY, TOTAL",34,100% of Medicare,8.61,8.61,48.75
MSQ,EH FACET EFT,86709,HEPATITIS A AB IGM,51,100% of Medicare,12.39,5,34.34
MSQ,EMBLEMHEALTH - GHI GHI EMBLEM HEALTH PPO,86709,HEPATITIS A AB IGM,51,100% of Medicare,34.34,5,34.34
MSQ,EMPIRE HEALTHCHOICE ASSURANCE,86709,HEPATITIS A AB IGM,51,100% of Medicare,11.26,5,34.34
MSQ,FIDELIS CARE NEW YORK NEW YORK MEDICAID,86709,HEPATITIS A AB IGM,51,100% of Medicare,10.13,5,34.34
MSQ,FIDELIS CARE NEW YORK-EXCHANGES NOT ASSIGNED,86709,HEPATITIS A AB IGM,51,100% of Medicare,10,5,34.34
MSQ,METROPLUS ENHANCED (HARP),86709,HEPATITIS A AB IGM,51,100% of Medicare,6.12,5,34.34
MSQ,METROPLUS ESSENTIAL PLAN,86709,HEPATITIS A AB IGM,51,100% of Medicare,11.9,5,34.34
MSQ,NYSDOH,86709,HEPATITIS A AB IGM,51,100% of Medicare,5,5,34.34
MSQ,OSCAR INSURANCE CORPORATION,86709,HEPATITIS A AB IGM,51,100% of Medicare,13.14,5,34.34
MSQ,OXFORD HEALTH PLANS LLC FREEDOM,86709,HEPATITIS A AB IGM,51,100% of Medicare,19.71,5,34.34
MSQ,UMR MOUNT SINAI HEALTH SYSTEM,86709,HEPATITIS A AB IGM,51,100% of Medicare,9.67,5,34.34
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY DUAL COMPLETE,86709,HEPATITIS A AB IGM,51,100% of Medicare,11.26,5,34.34
MSQ,1199SEIU HOMECARE BENEFIT FUND,86735," MUMPS AB, IGM",65,100% of Medicare,9,5.91,42.1
MSQ,1199SEIU NATIONAL BENEFIT FUND,86735,MUMPS ANTIBODY,65,100% of Medicare,9,5.91,42.1
MSQ,AETNA AETNA OPEN ACCESS  MANAGED CHOICE NET 00357,86735,MUMPS ANTIBODY,65,100% of Medicare,31.16,5.91,42.1
MSQ,AETNA OPEN ACCESS AETNA SELECT  8480 NET 01344,86735,MUMPS ANTIBODY,65,100% of Medicare,42.1,5.91,42.1
MSQ,EH FACET EFT,86735,MUMPS ANTIBODY,65,100% of Medicare,27.54,5.91,42.1
MSQ,EMBLEMHEALTH - GHI GHI EMBLEM HEALTH PPO,86735,MUMPS ANTIBODY,65,100% of Medicare,39.8,5.91,42.1
MSQ,EMBLEMHEALTH - HIP HMO PRIME NETWORK,86735," MUMPS AB, IGM",65,100% of Medicare,30.23,5.91,42.1
MSQ,EMBLEMHEALTH - HIP HMO SELECTCARE SMALL GROU,86735," MUMPS AB, IGM",65,100% of Medicare,30.19,5.91,42.1
MSQ,FIDELIS CARE NEW YORK CHILD HEALTH PLUS NETWORK,86735," MUMPS AB, IGM",65,100% of Medicare,12.4,5.91,42.1
MSQ,FIDELIS CARE NEW YORK NEW YORK MEDICAID,86735,MUMPS ANTIBODY,65,100% of Medicare,11.75,5.91,42.1
MSQ,GOLDCARE I,86735," MUMPS AB, IGM",65,100% of Medicare,15.66,5.91,42.1
MSQ,METROPLUS HEALTH PLAN,86735,MUMPS ANTIBODY,65,100% of Medicare,15.66,5.91,42.1
MSQ,OSCAR INSURANCE CORPORATION,86735,MUMPS ANTIBODY,65,100% of Medicare,13.7,5.91,42.1
MSQ,OXFORD HEALTH INSURANCE INC FREEDOM,86735,MUMPS ANTIBODY,65,100% of Medicare,25.38,5.91,42.1
MSQ,OXFORD HEALTH PLANS LLC LIBERTY NETWORK,86735,MUMPS ANTIBODY,65,100% of Medicare,22.84,5.91,42.1
MSQ,UMR MOUNT SINAI HEALTH SYSTEM,86735," MUMPS AB, IGM",65,100% of Medicare,11.21,5.91,42.1
MSQ,UNITEDHEALTHCARE INSURANCE COMPAN CHOYC+,86735," MUMPS AB, IGM",65,100% of Medicare,11.21,5.91,42.1
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN STANDARD COPAY,86735,MUMPS ANTIBODY,65,100% of Medicare,5.91,5.91,42.1
MSQ,METROPLUS HEALTH PLAN,86738,MYCROPLASMA IGG/IGM,89,100% of Medicare,12.32,12.32,12.32
MSQ,EMBLEMHEALTH - GHI GHI EMBLEM HEALTH PPO,86747,PARVOVIRUS ANTIBODY,30,100% of Medicare,24.95,5.23,24.95
MSQ,OSCAR INSURANCE CORPORATION,86747,PARVOVIRUS ANTIBODY,30,100% of Medicare,16.66,5.23,24.95
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR FAMILIES WITH BH,86747,PARVOVIRUS ANTIBODY,30,100% of Medicare,5.23,5.23,24.95
MSQ,EMBLEMHEALTH - GHI GHI EMBLEM HEALTH PPO,86753,PROTOZOA ANTIBODY NOS,86,100% of Medicare,20.57,12.38,20.57
MSQ,FIDELIS CARE NEW YORK NEW YORK MEDICAID,86753,PROTOZOA ANTIBODY NOS,86,100% of Medicare,12.38,12.38,20.57
MSQ,OSCAR INSURANCE CORPORATION,86753,TRYPANOSOMA CRUZI AB IGG,86,100% of Medicare,13.01,12.38,20.57
MSQ,1199SEIU HOMECARE BENEFIT FUND,86762,RUBELLA,63,100% of Medicare,20,5.23,50.22
MSQ,1199SEIU NATIONAL BENEFIT FUND,86762,RUBELLA,63,100% of Medicare,20,5.23,50.22
MSQ,AETNA AETNA CHOICE  POS II NET 00357,86762,RUBELLA,63,100% of Medicare,50.22,5.23,50.22
MSQ,AETNA AETNA OPEN ACCESS  ELECT CHOICE NET 01344,86762,RUBELLA,63,100% of Medicare,48.32,5.23,50.22
MSQ,AETNA AETNA OPEN ACCESS  ELECT CHOICE NET 05030,86762,RUBELLA,63,100% of Medicare,33.7,5.23,50.22
MSQ,AETNA AETNA OPEN ACCESS  MANAGED CHOICE NET 00357,86762,RUBELLA,63,100% of Medicare,34.36,5.23,50.22
MSQ,AETNA OA MANAGED CHOICE  POS,86762,RUBELLA,63,100% of Medicare,35.59,5.23,50.22
MSQ,AETNA OPEN ACCESS AETNA SELECT  8480 NET 01344,86762,RUBELLA,63,100% of Medicare,46.42,5.23,50.22
MSQ,EH FACET EFT,86762,RUBELLA,63,100% of Medicare,30.36,5.23,50.22
MSQ,EMBLEMHEALTH - GHI GHI EMBLEM HEALTH PPO,86762,RUBELLA,63,100% of Medicare,43.82,5.23,50.22
MSQ,EMBLEMHEALTH - HIP HMO PRIME NETWORK,86762,RUBELLA,63,100% of Medicare,33.28,5.23,50.22
MSQ,EMBLEMHEALTH - HIP HMO SELECTCARE SMALL GROU,86762,RUBELLA,63,100% of Medicare,33.28,5.23,50.22
MSQ,FIDELIS CARE NEW YORK CHILD HEALTH PLUS NETWORK,86762,RUBELLA,63,100% of Medicare,13.67,5.23,50.22
MSQ,FIDELIS CARE NEW YORK NEW YORK MEDICAID,86762,RUBELLA,63,100% of Medicare,12.95,5.23,50.22
MSQ,GHI NYC EFT,86762,RUBELLA,63,100% of Medicare,24,5.23,50.22
MSQ,GOLDCARE I,86762,RUBELLA,63,100% of Medicare,17.26,5.23,50.22
MSQ,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",86762,RUBELLA,63,100% of Medicare,5.23,5.23,50.22
MSQ,METROPLUS HEALTH PLAN,86762,RUBELLA,63,100% of Medicare,11.51,5.23,50.22
MSQ,NYSDOH,86762,RUBELLA,63,100% of Medicare,5.23,5.23,50.22
MSQ,OSCAR INSURANCE CORPORATION,86762,RUBELLA,63,100% of Medicare,15.11,5.23,50.22
MSQ,OXFORD HEALTH INSURANCE INC FREEDOM,86762,RUBELLA,63,100% of Medicare,27.98,5.23,50.22
MSQ,OXFORD HEALTH INSURANCE INC LBTY,86762,RUBELLA,63,100% of Medicare,25.18,5.23,50.22
MSQ,UMR MOUNT SINAI HEALTH SYSTEM,86762,RUBELLA,63,100% of Medicare,12.37,5.23,50.22
MSQ,UNITEDHEALTHCARE INSURANCE COMPAN CHOYC,86762,RUBELLA,63,100% of Medicare,12.37,5.23,50.22
MSQ,UNITEDHEALTHCARE INSURANCE COMPAN CHOYC+,86762,RUBELLA,63,100% of Medicare,12.37,5.23,50.22
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN STANDARD COPAY,86762,RUBELLA,63,100% of Medicare,47.41,5.23,50.22
MSQ,1199SEIU HOMECARE BENEFIT FUND,86765,MEASLES-RUBEOLA AB,67,100% of Medicare,18,5.23,44.95
