USNWR Rank,file date,Hospital,MS-DRG,MS-DRG TITLE,"DE-IDENTIFIED
MIN","DE-IDENTIFIED
MAX","Aetna Commercial A  VW
RATE","Aetna Commercial P
RATE","Aetna VHAN A VW
RATE","Aetna VHAN P
RATE","Aetna AWH A VW
RATE","Aetna AWH P
RATE","Aetna TN Preferred A VW
RATE","Aetna TN Preferred B
RATE","BLUE CROSS BLUE SHIELD OF TENNESSEE - P VUMC
RATE","CIGNA VUMCAO
RATE","HUMANA VUMCP
RATE","HUMANA VUMC
RATE","UNITED HEALTHCARE Comm
A",Aetna TRANSPLANT RATES MIN,Aetna TRANSPLANT RATES MAX,Humana NTN TRANSPLANT RATES MIN,Humana NTN TRANSPLANT RATES MAX,Optum TRANSPLANT RATES MIN,Optum TRANSPLANT RATES MAX,Wellcare of TN @100% TRANSPLANT RATES,BCBS MA @105% TRANSPLANT RATES,BCBS DSNP @105% TRANSPLANT RATES,VA CCN @100% TRANSPLANT RATES,Humana MA @ 100% TRANSPLANT RATES
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,459,SPINAL FUSION EXCEPT CERVICAL WITH MCC,"$31,430.77 ","$258,404.99 ","$102,841.71 ","$134,077.26 ","$74,218.10 ","$97,839.98 ","$73,255.45 ","$96,560.94 ","$90,872.57 ","$118,479.68 ","$211,579.08 ","$105,130.52 ","$144,790.65 ","$111,508.63 ","$117,597.81 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,460,SPINAL FUSION EXCEPT CERVICAL WITHOUT MCC,"$17,592.22 ","$85,548.02 ","$60,079.86 ","$78,327.59 ","$43,358.02 ","$57,157.86 ","$42,795.64 ","$56,410.65 ","$53,087.52 ","$69,215.52 ","$61,648.04 ","$61,416.98 ","$84,586.32 ","$65,143.05 ","$68,700.34 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,461,BILATERAL OR MULTIPLE MAJOR JOINT PROCEDURES OF LOWER EXTREMITY WITH MCC,"$17,822.76 ","$132,175.58 ","$92,826.11 ","$121,019.68 ","$66,990.11 ","$88,311.49 ","$66,121.21 ","$87,157.01 ","$82,022.62 ","$106,941.12 ","$78,070.42 ","$94,892.02 ","$130,689.70 ","$100,648.97 ","$106,145.14 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,462,BILATERAL OR MULTIPLE MAJOR JOINT PROCEDURES OF LOWER EXTREMITY WITHOUT MCC,"$14,405.55 ","$68,395.78 ","$48,033.94 ","$62,623.03 ","$34,664.81 ","$45,697.80 ","$34,215.18 ","$45,100.40 ","$42,443.56 ","$55,337.92 ","$50,480.58 ","$49,102.97 ","$67,626.90 ","$52,081.98 ","$54,926.03 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,463,WOUND DEBRIDEMENT AND SKIN GRAFT EXCEPT HAND FOR MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS WITH MCC,"$19,676.38 ","$116,713.55 ","$81,967.22 ","$106,862.67 ","$59,153.54 ","$77,980.72 ","$58,386.28 ","$76,961.30 ","$72,427.53 ","$94,431.04 ","$86,189.99 ","$83,791.45 ","$115,401.49 ","$88,874.95 ","$93,728.17 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,464,WOUND DEBRIDEMENT AND SKIN GRAFT EXCEPT HAND FOR MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS WITH CC,"$13,059.95 ","$69,868.49 ","$45,441.44 ","$59,243.12 ","$32,793.86 ","$43,231.38 ","$32,368.51 ","$42,666.23 ","$40,152.78 ","$52,351.20 ","$57,207.53 ","$46,452.77 ","$63,976.91 ","$49,270.99 ","$51,961.54 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,465,WOUND DEBRIDEMENT AND SKIN GRAFT EXCEPT HAND FOR MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS WITHOUT CC/MCC,"$8,607.77 ","$55,665.03 ","$28,164.68 ","$36,718.98 ","$20,325.69 ","$26,794.88 ","$20,062.06 ","$26,444.60 ","$24,886.76 ","$32,447.36 ","$45,577.90 ","$28,791.50 ","$39,653.00 ","$30,538.24 ","$32,205.85 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,466,REVISION OF HIP OR KNEE REPLACEMENT WITH MCC,"$16,457.64 ","$116,269.79 ","$81,655.57 ","$106,456.37 ","$58,928.63 ","$77,684.23 ","$58,164.29 ","$76,668.68 ","$72,152.16 ","$94,072.00 ","$72,090.69 ","$83,472.87 ","$114,962.72 ","$88,537.04 ","$93,371.81 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,467,REVISION OF HIP OR KNEE REPLACEMENT WITH CC,"$14,219.16 ","$77,793.08 ","$54,633.61 ","$71,227.18 ","$39,427.61 ","$51,976.49 ","$38,916.21 ","$51,297.01 ","$48,275.12 ","$62,941.12 ","$62,285.31 ","$55,849.52 ","$76,918.55 ","$59,237.82 ","$62,472.64 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,468,REVISION OF HIP OR KNEE REPLACEMENT WITHOUT CC/MCC,"$12,810.35 ","$68,533.18 ","$42,836.71 ","$55,847.27 ","$30,914.10 ","$40,753.34 ","$30,513.13 ","$40,220.58 ","$37,851.20 ","$49,350.40 ","$56,114.20 ","$43,790.07 ","$60,309.72 ","$46,446.75 ","$48,983.08 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,469,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITH MCC OR TOTAL ANKLE REPLACEMENT,"$14,401.06 ","$79,016.69 ","$47,120.38 ","$61,431.99 ","$34,005.51 ","$44,828.67 ","$33,564.44 ","$44,242.63 ","$41,636.32 ","$54,285.44 ","$64,697.97 ","$48,169.07 ","$66,340.69 ","$51,091.42 ","$53,881.38 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,470,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,"$8,870.63 ","$53,188.37 ","$29,024.77 ","$37,840.31 ","$20,946.40 ","$27,613.15 ","$20,674.71 ","$27,252.17 ","$25,646.75 ","$33,438.24 ","$43,550.04 ","$29,670.74 ","$40,863.92 ","$31,470.82 ","$33,189.35 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,471,CERVICAL SPINAL FUSION WITH MCC,"$23,423.44 ","$151,115.66 ","$76,641.65 ","$99,919.61 ","$55,310.22 ","$72,914.17 ","$54,592.82 ","$71,960.98 ","$67,721.78 ","$88,295.68 ","$123,731.79 ","$78,347.37 ","$107,903.64 ","$83,100.58 ","$87,638.48 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,472,CERVICAL SPINAL FUSION WITH CC,"$14,255.39 ","$91,569.05 ","$46,643.74 ","$60,810.58 ","$33,661.53 ","$44,375.21 ","$33,224.92 ","$43,795.10 ","$41,215.15 ","$53,736.32 ","$74,975.70 ","$47,681.82 ","$65,669.63 ","$50,574.61 ","$53,336.35 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,473,CERVICAL SPINAL FUSION WITHOUT CC/MCC,"$11,351.81 ","$55,256.97 ","$38,806.64 ","$50,593.16 ","$28,005.71 ","$36,919.27 ","$27,642.46 ","$36,436.63 ","$34,290.16 ","$44,707.52 ","$39,779.37 ","$39,670.30 ","$54,635.79 ","$42,077.04 ","$44,374.75 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,474,AMPUTATION FOR MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DISORDERS WITH MCC,"$18,463.86 ","$131,672.93 ","$62,220.17 ","$81,117.96 ","$44,902.62 ","$59,194.08 ","$44,320.21 ","$58,420.24 ","$54,978.73 ","$71,681.28 ","$107,812.31 ","$63,604.92 ","$87,599.66 ","$67,463.73 ","$71,147.74 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,475,AMPUTATION FOR MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DISORDERS WITH CC,"$10,011.24 ","$79,655.74 ","$33,511.63 ","$43,689.93 ","$24,184.44 ","$31,881.78 ","$23,870.76 ","$31,465.00 ","$29,611.41 ","$38,607.36 ","$65,221.22 ","$34,257.45 ","$47,180.96 ","$36,335.80 ","$38,320.00 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,476,AMPUTATION FOR MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DISORDERS WITHOUT CC/MCC,"$5,415.11 ","$41,772.39 ","$17,718.26 ","$23,099.74 ","$12,786.80 ","$16,856.53 ","$12,620.94 ","$16,636.17 ","$15,656.14 ","$20,412.48 ","$34,202.76 ","$18,112.60 ","$24,945.51 ","$19,211.46 ","$20,260.55 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,477,BIOPSIES OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC,"$15,511.47 ","$105,653.15 ","$51,283.36 ","$66,859.38 ","$37,009.82 ","$48,789.18 ","$36,529.79 ","$48,151.37 ","$45,314.79 ","$59,081.44 ","$86,507.60 ","$52,424.71 ","$72,201.75 ","$55,605.24 ","$58,641.69 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,478,BIOPSIES OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH CC,"$11,004.37 ","$78,919.71 ","$36,006.36 ","$46,942.38 ","$25,984.82 ","$34,255.18 ","$25,647.79 ","$33,807.37 ","$31,815.79 ","$41,481.44 ","$64,618.57 ","$36,807.71 ","$50,693.29 ","$39,040.78 ","$41,172.69 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,479,BIOPSIES OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT CC/MCC,"$8,242.30 ","$44,094.88 ","$27,640.68 ","$36,035.83 ","$19,947.53 ","$26,296.37 ","$19,688.80 ","$25,952.60 ","$24,423.74 ","$31,843.68 ","$36,104.39 ","$28,255.84 ","$38,915.26 ","$29,970.08 ","$31,606.66 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,480,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH MCC,"$12,789.44 ","$88,948.17 ","$46,205.29 ","$60,238.97 ","$33,345.11 ","$43,958.08 ","$32,912.61 ","$43,383.43 ","$40,827.73 ","$53,231.20 ","$72,829.76 ","$47,233.62 ","$65,052.34 ","$50,099.21 ","$52,834.99 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,481,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC,"$9,783.89 ","$60,829.70 ","$32,012.95 ","$41,736.07 ","$23,102.89 ","$30,456.00 ","$22,803.23 ","$30,057.85 ","$28,287.15 ","$36,880.80 ","$49,806.67 ","$32,725.42 ","$45,070.98 ","$34,710.83 ","$36,606.29 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,482,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITHOUT CC/MCC,"$7,688.91 ","$36,776.81 ","$25,158.16 ","$32,799.32 ","$18,155.97 ","$23,934.59 ","$17,920.48 ","$23,621.70 ","$22,230.15 ","$28,983.68 ","$30,112.44 ","$25,718.08 ","$35,420.13 ","$27,278.35 ","$28,767.95 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,483,MAJOR JOINT OR LIMB REATTACHMENT PROCEDURES OF UPPER EXTREMITIES,"$11,141.63 ","$64,343.26 ","$36,455.51 ","$47,527.94 ","$26,308.96 ","$34,682.48 ","$25,967.72 ","$34,229.09 ","$32,212.66 ","$41,998.88 ","$52,683.54 ","$37,266.85 ","$51,325.64 ","$39,527.77 ","$41,686.27 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,485,KNEE PROCEDURES WITH PRINCIPAL DIAGNOSIS OF INFECTION WITH MCC,"$11,739.92 ","$74,125.52 ","$52,057.91 ","$67,869.17 ","$37,568.79 ","$49,526.06 ","$37,081.50 ","$48,878.61 ","$45,999.19 ","$59,973.76 ","$51,425.29 ","$53,216.49 ","$73,292.23 ","$56,445.05 ","$59,527.36 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,486,KNEE PROCEDURES WITH PRINCIPAL DIAGNOSIS OF INFECTION WITH CC,"$6,769.81 ","$46,734.15 ","$32,821.11 ","$42,789.68 ","$23,686.11 ","$31,224.85 ","$23,378.89 ","$30,816.65 ","$29,001.25 ","$37,811.84 ","$29,654.34 ","$33,551.56 ","$46,208.78 ","$35,587.09 ","$37,530.40 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,487,KNEE PROCEDURES WITH PRINCIPAL DIAGNOSIS OF INFECTION WITHOUT CC/MCC,"$5,340.55 ","$35,681.45 ","$25,058.86 ","$32,669.86 ","$18,084.31 ","$23,840.12 ","$17,849.74 ","$23,528.46 ","$22,142.41 ","$28,869.28 ","$23,393.64 ","$25,616.57 ","$35,280.33 ","$27,170.68 ","$28,654.40 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,488,KNEE PROCEDURES WITHOUT PRINCIPAL DIAGNOSIS OF INFECTION WITH CC/MCC,"$9,195.14 ","$49,192.41 ","$30,165.96 ","$39,328.11 ","$21,769.97 ","$28,698.84 ","$21,487.60 ","$28,323.66 ","$26,655.13 ","$34,752.96 ","$40,278.19 ","$30,837.33 ","$42,470.61 ","$32,708.18 ","$34,494.29 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,489,KNEE PROCEDURES WITHOUT PRINCIPAL DIAGNOSIS OF INFECTION WITHOUT CC/MCC,"$5,999.12 ","$34,675.64 ","$19,832.60 ","$25,856.25 ","$14,312.66 ","$18,868.04 ","$14,127.01 ","$18,621.38 ","$17,524.40 ","$22,848.32 ","$28,392.02 ","$20,273.99 ","$27,922.28 ","$21,503.98 ","$22,678.26 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,492,"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITH MCC","$14,589.14 ","$78,049.40 ","$52,983.69 ","$69,076.14 ","$38,236.91 ","$50,406.82 ","$37,740.95 ","$49,747.86 ","$46,817.23 ","$61,040.32 ","$63,905.97 ","$54,162.88 ","$74,595.64 ","$57,448.86 ","$60,585.99 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,493,"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITH CC","$9,670.16 ","$51,733.71 ","$35,522.08 ","$46,311.01 ","$25,635.33 ","$33,794.46 ","$25,302.83 ","$33,352.67 ","$31,387.87 ","$40,923.52 ","$42,358.98 ","$36,312.65 ","$50,011.47 ","$38,515.68 ","$40,618.92 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,494,"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITHOUT CC/MCC","$6,601.09 ","$40,284.38 ","$28,291.48 ","$36,884.29 ","$20,417.20 ","$26,915.51 ","$20,152.38 ","$26,563.65 ","$24,998.80 ","$32,593.44 ","$23,133.03 ","$28,921.12 ","$39,831.52 ","$30,675.72 ","$32,350.84 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,495,LOCAL EXCISION AND REMOVAL OF INTERNAL FIXATION DEVICES EXCEPT HIP AND FEMUR WITH MCC,"$16,356.30 ","$103,057.14 ","$55,519.67 ","$72,382.36 ","$40,067.06 ","$52,819.46 ","$39,547.36 ","$52,128.96 ","$49,058.07 ","$63,961.92 ","$84,382.02 ","$56,755.30 ","$78,166.05 ","$60,198.56 ","$63,485.84 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,496,LOCAL EXCISION AND REMOVAL OF INTERNAL FIXATION DEVICES EXCEPT HIP AND FEMUR WITH CC,"$9,270.77 ","$54,364.54 ","$30,334.01 ","$39,547.20 ","$21,891.24 ","$28,858.71 ","$21,607.30 ","$28,481.45 ","$26,803.61 ","$34,946.56 ","$44,513.07 ","$31,009.12 ","$42,707.20 ","$32,890.39 ","$34,686.45 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,497,LOCAL EXCISION AND REMOVAL OF INTERNAL FIXATION DEVICES EXCEPT HIP AND FEMUR WITHOUT CC/MCC,"$6,810.67 ","$49,003.43 ","$22,284.56 ","$29,052.93 ","$16,082.17 ","$21,200.75 ","$15,873.57 ","$20,923.59 ","$19,690.99 ","$25,673.12 ","$40,123.45 ","$22,780.52 ","$31,374.39 ","$24,162.58 ","$25,482.03 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,498,LOCAL EXCISION AND REMOVAL OF INTERNAL FIXATION DEVICES OF HIP AND FEMUR WITH CC/MCC,"$10,862.38 ","$58,111.84 ","$39,480.35 ","$51,471.50 ","$28,491.91 ","$37,560.22 ","$28,122.35 ","$37,069.20 ","$34,885.47 ","$45,483.68 ","$47,581.32 ","$40,359.01 ","$55,584.31 ","$42,807.53 ","$45,145.14 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,499,LOCAL EXCISION AND REMOVAL OF INTERNAL FIXATION DEVICES OF HIP AND FEMUR WITHOUT CC/MCC,"$5,484.03 ","$44,639.44 ","$18,312.54 ","$23,874.51 ","$13,215.67 ","$17,421.91 ","$13,044.25 ","$17,194.15 ","$16,181.25 ","$21,097.12 ","$36,550.27 ","$18,720.10 ","$25,782.19 ","$19,855.82 ","$20,940.09 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,500,SOFT TISSUE PROCEDURES WITH MCC,"$14,103.89 ","$98,088.91 ","$48,182.13 ","$62,816.23 ","$34,771.75 ","$45,838.78 ","$34,320.74 ","$45,239.54 ","$42,574.50 ","$55,508.64 ","$80,314.09 ","$49,254.46 ","$67,835.53 ","$52,242.65 ","$55,095.48 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,501,SOFT TISSUE PROCEDURES WITH CC,"$6,497.90 ","$45,191.47 ","$26,658.37 ","$34,755.17 ","$19,238.63 ","$25,361.83 ","$18,989.09 ","$25,030.28 ","$23,555.76 ","$30,712.00 ","$37,002.26 ","$27,251.67 ","$37,532.26 ","$28,904.98 ","$30,483.41 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,502,SOFT TISSUE PROCEDURES WITHOUT CC/MCC,"$5,214.59 ","$36,267.06 ","$20,330.63 ","$26,505.54 ","$14,672.07 ","$19,341.85 ","$14,481.77 ","$19,089.00 ","$17,964.47 ","$23,422.08 ","$29,695.06 ","$20,783.10 ","$28,623.46 ","$22,043.98 ","$23,247.75 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,503,FOOT PROCEDURES WITH MCC,"$8,626.22 ","$57,182.11 ","$40,158.65 ","$52,355.82 ","$28,981.42 ","$38,205.53 ","$28,605.51 ","$37,706.07 ","$35,484.82 ","$46,265.12 ","$37,786.12 ","$41,052.41 ","$56,539.29 ","$43,543.00 ","$45,920.76 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,504,FOOT PROCEDURES WITH CC,"$6,914.36 ","$38,587.65 ","$27,099.87 ","$35,330.77 ","$19,557.25 ","$25,781.86 ","$19,303.58 ","$25,444.82 ","$23,945.88 ","$31,220.64 ","$30,287.54 ","$27,703.00 ","$38,153.86 ","$29,383.70 ","$30,988.26 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,505,FOOT PROCEDURES WITHOUT CC/MCC,"$4,265.00 ","$38,587.65 ","$27,099.87 ","$35,330.77 ","$19,557.25 ","$25,781.86 ","$19,303.58 ","$25,444.82 ","$23,945.88 ","$31,220.64 ","$18,682.34 ","$27,703.00 ","$38,153.86 ","$29,383.70 ","$30,988.26 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,506,MAJOR THUMB OR JOINT PROCEDURES,"$6,378.41 ","$38,258.83 ","$22,544.27 ","$29,391.52 ","$16,269.59 ","$21,447.82 ","$16,058.57 ","$21,167.44 ","$19,920.47 ","$25,972.32 ","$31,325.90 ","$23,046.01 ","$31,740.03 ","$24,444.17 ","$25,779.00 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,507,MAJOR SHOULDER OR ELBOW JOINT PROCEDURES WITH CC/MCC,"$9,036.18 ","$48,341.99 ","$30,894.68 ","$40,278.15 ","$22,295.86 ","$29,392.11 ","$22,006.67 ","$29,007.87 ","$27,299.03 ","$35,592.48 ","$39,581.88 ","$31,582.26 ","$43,496.56 ","$33,498.31 ","$35,327.56 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,508,MAJOR SHOULDER OR ELBOW JOINT PROCEDURES WITHOUT CC/MCC,"$5,818.37 ","$31,127.26 ","$21,601.68 ","$28,162.64 ","$15,589.35 ","$20,551.08 ","$15,387.15 ","$20,282.42 ","$19,087.59 ","$24,886.40 ","$25,486.65 ","$22,082.44 ","$30,412.96 ","$23,422.15 ","$24,701.17 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,509,ARTHROSCOPY,"$5,898.78 ","$36,410.17 ","$25,570.64 ","$33,337.07 ","$18,453.65 ","$24,327.01 ","$18,214.29 ","$24,008.99 ","$22,594.63 ","$29,458.88 ","$25,838.88 ","$26,139.73 ","$36,000.86 ","$27,725.59 ","$29,239.61 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,510,"SHOULDER, ELBOW OR FOREARM PROCEDURES, EXCEPT MAJOR JOINT PROCEDURES WITH MCC","$7,135.61 ","$59,400.92 ","$41,716.90 ","$54,387.35 ","$30,105.97 ","$39,687.99 ","$29,715.48 ","$39,169.16 ","$36,861.72 ","$48,060.32 ","$31,256.67 ","$42,645.34 ","$58,733.15 ","$45,232.57 ","$47,702.60 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,511,"SHOULDER, ELBOW OR FOREARM PROCEDURES, EXCEPT MAJOR JOINT PROCEDURES WITH CC","$5,373.09 ","$42,820.78 ","$30,072.77 ","$39,206.61 ","$21,702.71 ","$28,610.18 ","$21,421.22 ","$28,236.16 ","$26,572.78 ","$34,645.60 ","$23,536.16 ","$30,742.06 ","$42,339.40 ","$32,607.14 ","$34,387.73 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,512,"SHOULDER, ELBOW OR FOREARM PROCEDURES, EXCEPT MAJOR JOINT PROCEDURES WITHOUT CC/MCC","$4,775.36 ","$33,852.02 ","$23,774.07 ","$30,994.84 ","$17,157.11 ","$22,617.81 ","$16,934.57 ","$22,322.13 ","$21,007.14 ","$27,389.12 ","$20,917.86 ","$24,303.18 ","$33,471.47 ","$25,777.61 ","$27,185.26 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,513,"HAND OR WRIST PROCEDURES, EXCEPT MAJOR THUMB OR JOINT PROCEDURES WITH CC/MCC","$5,292.21 ","$33,912.93 ","$23,816.84 ","$31,050.60 ","$17,187.98 ","$22,658.51 ","$16,965.04 ","$22,362.30 ","$21,044.94 ","$27,438.40 ","$23,181.90 ","$24,346.90 ","$33,531.69 ","$25,823.99 ","$27,234.17 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,514,"HAND OR WRIST PROCEDURES, EXCEPT MAJOR THUMB OR JOINT PROCEDURES WITHOUT CC/MCC","$4,277.09 ","$22,881.69 ","$15,188.39 ","$19,801.48 ","$10,961.06 ","$14,449.70 ","$10,818.88 ","$14,260.80 ","$13,420.71 ","$17,497.92 ","$18,735.27 ","$15,526.42 ","$21,383.71 ","$16,468.39 ","$17,367.68 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,515,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITH MCC,"$14,646.65 ","$116,763.28 ","$47,923.95 ","$62,479.63 ","$34,585.43 ","$45,593.16 ","$34,136.83 ","$44,997.13 ","$42,346.36 ","$55,211.20 ","$95,604.45 ","$48,990.53 ","$67,472.04 ","$51,962.71 ","$54,800.25 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,516,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITH CC,"$9,156.38 ","$53,566.34 ","$29,959.72 ","$39,059.23 ","$21,621.13 ","$28,502.63 ","$21,340.69 ","$28,130.02 ","$26,472.89 ","$34,515.36 ","$43,859.51 ","$30,626.50 ","$42,180.24 ","$32,484.56 ","$34,258.46 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,517,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITHOUT CC/MCC,"$6,521.19 ","$39,932.31 ","$21,337.39 ","$27,818.07 ","$15,398.62 ","$20,299.64 ","$15,198.89 ","$20,034.26 ","$18,854.05 ","$24,581.92 ","$32,696.12 ","$21,812.26 ","$30,040.87 ","$23,135.58 ","$24,398.95 ",,,,,,,,,,,
