USNWR Rank,file_create_date,name,code,code type,code description,payer,gross charge,de-identified minimum negotiated charge,payer-specific negotiated charge,de-identified maximum negotiated charge,discounted cash price
17 (tie),8/30/2021,Barnes-Jewish Hospital,872,ms-drg,septicemia or severe sepsis without mv >96 hours without mcc,CONNECT NETWORK,27421.46,5386.77,10152.61,23760.3,16452.88
17 (tie),8/30/2021,Barnes-Jewish Hospital,872,ms-drg,septicemia or severe sepsis without mv >96 hours without mcc,UHC MEDICARE,27421.46,5386.77,8913.81,23760.3,16452.88
17 (tie),8/30/2021,Barnes-Jewish Hospital,881,ms-drg,depressive neuroses,UHC MEDICARE,9689.6,2419.82,5213.68,9284,5813.76
17 (tie),8/30/2021,Barnes-Jewish Hospital,880,ms-drg,acute adjustment reaction and psychosocial dysfunction,UHC MEDICARE,15971.2,5165.84,5165.84,5165.84,9582.72
17 (tie),8/30/2021,Barnes-Jewish Hospital,881,ms-drg,depressive neuroses,ACCESS CHOICE PPO,9689.6,2419.82,4404,9284,5813.76
17 (tie),8/30/2021,Barnes-Jewish Hospital,881,ms-drg,depressive neuroses,UHC,9689.6,2419.82,3340,9284,5813.76
17 (tie),8/30/2021,Barnes-Jewish Hospital,881,ms-drg,depressive neuroses,UHC COMMUNITY PLAN,9689.6,2419.82,2419.82,9284,5813.76
17 (tie),8/30/2021,Barnes-Jewish Hospital,882,ms-drg,neuroses except depressive,ACCESS CHOICE PPO,9171.85,2634,4404,4404,5503.11
17 (tie),8/30/2021,Barnes-Jewish Hospital,884,ms-drg,organic disturbances and intellectual disability,TRICARE,19834.5,5146.39,5146.39,11590.67,11900.7
17 (tie),8/30/2021,Barnes-Jewish Hospital,884,ms-drg,organic disturbances and intellectual disability,UHC,19834.5,5146.39,11590.67,11590.67,11900.7
17 (tie),8/30/2021,Barnes-Jewish Hospital,885,ms-drg,psychoses,ACCESS CHOICE PPO,19703.8,3246.81,13656,18228.5,11822.28
17 (tie),8/30/2021,Barnes-Jewish Hospital,885,ms-drg,psychoses,ADVANTRA,19703.8,3246.81,4850.23,18228.5,11822.28
17 (tie),8/30/2021,Barnes-Jewish Hospital,885,ms-drg,psychoses,UHC,19703.8,3246.81,5010,18228.5,11822.28
17 (tie),8/30/2021,Barnes-Jewish Hospital,897,ms-drg,"alcohol, drug abuse or dependence without rehabilitation therapy without mcc",ACCESS CHOICE PPO,11062.93,2752.3,8194.55,8927.7,6637.76
17 (tie),8/30/2021,Barnes-Jewish Hospital,897,ms-drg,"alcohol, drug abuse or dependence without rehabilitation therapy without mcc",CONNECT NETWORK,11062.93,2752.3,5912,8927.7,6637.76
17 (tie),8/30/2021,Barnes-Jewish Hospital,897,ms-drg,"alcohol, drug abuse or dependence without rehabilitation therapy without mcc",MISSOURI CARE,11062.93,2752.3,2752.3,8927.7,6637.76
17 (tie),8/30/2021,Barnes-Jewish Hospital,897,ms-drg,"alcohol, drug abuse or dependence without rehabilitation therapy without mcc",UHC COMMUNITY PLAN,11062.93,2752.3,2820,8927.7,6637.76
17 (tie),8/30/2021,Barnes-Jewish Hospital,902,ms-drg,wound debridements for injuries with cc,UHC,45422.78,18115,18115,18115,27253.67
17 (tie),8/30/2021,Barnes-Jewish Hospital,908,ms-drg,other o.r. procedures for injuries with cc,AETNA MCR GOLD,50289.1,15743.26,16631.84,43698.67,30173.46
17 (tie),8/30/2021,Barnes-Jewish Hospital,947,ms-drg,signs and symptoms with mcc,ACCESS CHOICE PPO,31429.2,10213.12,18213.6,19432,18857.52
17 (tie),8/30/2021,Barnes-Jewish Hospital,947,ms-drg,signs and symptoms with mcc,UHC,31429.2,10213.12,16712,19432,18857.52
17 (tie),8/30/2021,Barnes-Jewish Hospital,948,ms-drg,signs and symptoms without mcc,HEALTHLINK HMO,25197.1,3051.44,10480,15546,15118.26
17 (tie),8/30/2021,Barnes-Jewish Hospital,948,ms-drg,signs and symptoms without mcc,UHC,25197.1,3051.44,15546,15546,15118.26
17 (tie),8/30/2021,Barnes-Jewish Hospital,948,ms-drg,signs and symptoms without mcc,UHC MEDICARE,25197.1,3051.44,3051.44,15546,15118.26
17 (tie),8/30/2021,Barnes-Jewish Hospital,955,ms-drg,craniotomy for multiple significant trauma,UHC MEDICARE,186834.04,46538.01,46538.01,46538.01,112100.42
17 (tie),8/30/2021,Barnes-Jewish Hospital,956,ms-drg,"limb reattachment, hip and femur procedures for multiple significant trauma",ACCESS PPO,126344.54,33462.54,158208.7,158208.7,75806.72
17 (tie),8/30/2021,Barnes-Jewish Hospital,958,ms-drg,other o.r. procedures for multiple significant trauma with cc,UHC,103578.43,11887.65,37741.23,69755.94,62147.06
17 (tie),8/30/2021,Barnes-Jewish Hospital,958,ms-drg,other o.r. procedures for multiple significant trauma with cc,UHC COMMUNITY PLAN,103578.43,11887.65,17419.81,69755.94,62147.06
17 (tie),8/30/2021,Barnes-Jewish Hospital,958,ms-drg,other o.r. procedures for multiple significant trauma with cc,UHC MEDICARE,103578.43,11887.65,32019.76,69755.94,62147.06
17 (tie),8/30/2021,Barnes-Jewish Hospital,964,ms-drg,other multiple significant trauma with cc,CONNECT NETWORK,54680.55,7978.37,7978.37,18311,32808.33
17 (tie),8/30/2021,Barnes-Jewish Hospital,974,ms-drg,hiv with major related condition with mcc,UHC,47798.25,20734.34,20734.34,25320.97,28678.95
17 (tie),8/30/2021,Barnes-Jewish Hospital,974,ms-drg,hiv with major related condition with mcc,UHC MEDICARE,47798.25,20734.34,21049.08,25320.97,28678.95
17 (tie),8/30/2021,Barnes-Jewish Hospital,981,ms-drg,extensive o.r. procedures unrelated to principal diagnosis with mcc,UHC,128132.59,34827.89,59361,59361,76879.55
17 (tie),8/30/2021,Barnes-Jewish Hospital,981,ms-drg,extensive o.r. procedures unrelated to principal diagnosis with mcc,UHC MEDICARE,128132.59,34827.89,38604.41,59361,76879.55
17 (tie),8/30/2021,Barnes-Jewish Hospital,987,ms-drg,non-extensive o.r. procedures unrelated to principal diagnosis with mcc,ACCESS PPO,73817.4,19819.52,65096.93,65096.93,44290.44
17 (tie),8/30/2021,Barnes-Jewish Hospital,987,ms-drg,non-extensive o.r. procedures unrelated to principal diagnosis with mcc,CONNECT NETWORK,73817.4,19819.52,19819.52,65096.93,44290.44
17 (tie),8/30/2021,Barnes-Jewish Hospital,1,ms-drg,heart transplant or implant of heart assist system with mcc,TRNPLT ANTHEM NONBDC,759974.57,35033.4,369533.6,369533.6,455984.74
17 (tie),8/30/2021,Barnes-Jewish Hospital,1,ms-drg,heart transplant or implant of heart assist system with mcc,TRNPLT HLTH ALLIANCE,759974.57,35033.4,251766.63,369533.6,455984.74
17 (tie),8/30/2021,Barnes-Jewish Hospital,1,ms-drg,heart transplant or implant of heart assist system with mcc,UHC MEDICARE,759974.57,35033.4,35033.4,369533.6,455984.74
17 (tie),8/30/2021,Barnes-Jewish Hospital,3,ms-drg,"ecmo or tracheostomy with mv >96 hours or principal diagnosis except face, mouth and neck with major o.r. procedures",ACCESS PPO,465368.33,61440.88,703594.79,823754.2,279221
17 (tie),8/30/2021,Barnes-Jewish Hospital,3,ms-drg,"ecmo or tracheostomy with mv >96 hours or principal diagnosis except face, mouth and neck with major o.r. procedures",UHC,465368.33,61440.88,81032,823754.2,279221
17 (tie),8/30/2021,Barnes-Jewish Hospital,3,ms-drg,"ecmo or tracheostomy with mv >96 hours or principal diagnosis except face, mouth and neck with major o.r. procedures",UHC MEDICARE,465368.33,61440.88,145155.3,823754.2,279221
17 (tie),8/30/2021,Barnes-Jewish Hospital,4,ms-drg,"tracheostomy with mv >96 hours or principal diagnosis except face, mouth and neck without major o.r. procedures",ACCESS PPO,312805.34,76386.64,226317.21,277191.11,187683.2
17 (tie),8/30/2021,Barnes-Jewish Hospital,4,ms-drg,"tracheostomy with mv >96 hours or principal diagnosis except face, mouth and neck without major o.r. procedures",UHC MEDICARE,312805.34,76386.64,87127.74,277191.11,187683.2
17 (tie),8/30/2021,Barnes-Jewish Hospital,6,ms-drg,liver transplant without mcc,TRNPLT OPTUM,191281.07,132051.73,132051.73,132051.73,114768.64
17 (tie),8/30/2021,Barnes-Jewish Hospital,7,ms-drg,lung transplant,TRNPLT OPTUM,334651.08,229880.18,229880.18,229880.18,200790.65
17 (tie),8/30/2021,Barnes-Jewish Hospital,11,ms-drg,"tracheostomy for face, mouth and neck diagnoses or laryngectomy with mcc",UHC MEDICARE,134179.67,40095.43,40095.43,40095.43,80507.8
17 (tie),8/30/2021,Barnes-Jewish Hospital,14,ms-drg,allogeneic bone marrow transplant,TRICARE,303543.97,102913.59,102913.59,243238.6,182126.38
17 (tie),8/30/2021,Barnes-Jewish Hospital,14,ms-drg,allogeneic bone marrow transplant,TRNPLT HLTH ALLIANCE,303543.97,102913.59,173833.88,243238.6,182126.38
17 (tie),8/30/2021,Barnes-Jewish Hospital,16,ms-drg,autologous bone marrow transplant with cc/mcc,ACCESS CHOICE PPO,163184.4,8728.84,227503.34,227503.34,97910.64
17 (tie),8/30/2021,Barnes-Jewish Hospital,16,ms-drg,autologous bone marrow transplant with cc/mcc,HEALTH ALLIANCE HMO,163184.4,8728.84,121633,227503.34,97910.64
17 (tie),8/30/2021,Barnes-Jewish Hospital,16,ms-drg,autologous bone marrow transplant with cc/mcc,TRNPLT HLTH ALLIANCE,163184.4,8728.84,121633,227503.34,97910.64
17 (tie),8/30/2021,Barnes-Jewish Hospital,16,ms-drg,autologous bone marrow transplant with cc/mcc,TRNPLT OPTUM,163184.4,8728.84,104767.99,227503.34,97910.64
17 (tie),8/30/2021,Barnes-Jewish Hospital,16,ms-drg,autologous bone marrow transplant with cc/mcc,UHC MEDICARE,163184.4,8728.84,8728.84,227503.34,97910.64
17 (tie),8/30/2021,Barnes-Jewish Hospital,20,ms-drg,intracranial vascular procedures with principal diagnosis hemorrhage with mcc,ACCESS CHOICE PPO,338315.03,211170.39,374553.86,380615.84,202989.02
17 (tie),8/30/2021,Barnes-Jewish Hospital,21,ms-drg,intracranial vascular procedures with principal diagnosis hemorrhage with cc,UHC MEDICARE,186410.44,58725.87,58725.87,58725.87,111846.26
17 (tie),8/30/2021,Barnes-Jewish Hospital,101,ms-drg,seizures without mcc,ACCESS PPO,23738.58,5098.64,21799.64,21799.64,14243.15
17 (tie),8/30/2021,Barnes-Jewish Hospital,23,ms-drg,craniotomy with major device implant or acute complex cns principal diagnosis with mcc or chemotherapy implant or epilepsy with neurostimulator,BL CHOICE PRF PPO IL,143741.93,41974.19,176012.57,176012.57,86245.16
17 (tie),8/30/2021,Barnes-Jewish Hospital,25,ms-drg,craniotomy and endovascular intracranial procedures with mcc,ANTHEM ACCESS,113495.55,28689.76,87787.72,88464.55,68097.33
17 (tie),8/30/2021,Barnes-Jewish Hospital,25,ms-drg,craniotomy and endovascular intracranial procedures with mcc,ANTHEM PREFERRED POS,113495.55,28689.76,87913.18,88464.55,68097.33
17 (tie),8/30/2021,Barnes-Jewish Hospital,25,ms-drg,craniotomy and endovascular intracranial procedures with mcc,BL CHOICE PRF PPO IL,113495.55,28689.76,88464.55,88464.55,68097.33
17 (tie),8/30/2021,Barnes-Jewish Hospital,25,ms-drg,craniotomy and endovascular intracranial procedures with mcc,CIGNA CSD,113495.55,28689.76,86893,88464.55,68097.33
17 (tie),8/30/2021,Barnes-Jewish Hospital,25,ms-drg,craniotomy and endovascular intracranial procedures with mcc,CIGNA OPEN ACCESS,113495.55,28689.76,76009.65,88464.55,68097.33
17 (tie),8/30/2021,Barnes-Jewish Hospital,25,ms-drg,craniotomy and endovascular intracranial procedures with mcc,CONNECT NETWORK,113495.55,28689.76,31702.99,88464.55,68097.33
17 (tie),8/30/2021,Barnes-Jewish Hospital,25,ms-drg,craniotomy and endovascular intracranial procedures with mcc,HEALTHLINK HMO,113495.55,28689.76,74804.64,88464.55,68097.33
17 (tie),8/30/2021,Barnes-Jewish Hospital,25,ms-drg,craniotomy and endovascular intracranial procedures with mcc,TRICARE,113495.55,28689.76,28689.76,88464.55,68097.33
17 (tie),8/30/2021,Barnes-Jewish Hospital,25,ms-drg,craniotomy and endovascular intracranial procedures with mcc,UHC MEDICARE,113495.55,28689.76,32374.74,88464.55,68097.33
17 (tie),8/30/2021,Barnes-Jewish Hospital,26,ms-drg,craniotomy and endovascular intracranial procedures with cc,ACCESS CHOICE PPO,96186.72,20107.4,54619.72,80545.13,57712.03
17 (tie),8/30/2021,Barnes-Jewish Hospital,26,ms-drg,craniotomy and endovascular intracranial procedures with cc,BL CHOICE PRF PPO IL,96186.72,20107.4,80545.13,80545.13,57712.03
17 (tie),8/30/2021,Barnes-Jewish Hospital,26,ms-drg,craniotomy and endovascular intracranial procedures with cc,CONNECT NETWORK,96186.72,20107.4,44026.79,80545.13,57712.03
17 (tie),8/30/2021,Barnes-Jewish Hospital,26,ms-drg,craniotomy and endovascular intracranial procedures with cc,UHC,96186.72,20107.4,56153.02,80545.13,57712.03
17 (tie),8/30/2021,Barnes-Jewish Hospital,27,ms-drg,craniotomy and endovascular intracranial procedures without cc/mcc,UHC,85706.45,15921.79,53714,65244.62,51423.87
17 (tie),8/30/2021,Barnes-Jewish Hospital,27,ms-drg,craniotomy and endovascular intracranial procedures without cc/mcc,UHC MEDICARE,85706.45,15921.79,18737.61,65244.62,51423.87
17 (tie),8/30/2021,Barnes-Jewish Hospital,28,ms-drg,spinal procedures with mcc,UHC,177315.47,52047.85,52047.85,52047.85,106389.28
17 (tie),8/30/2021,Barnes-Jewish Hospital,29,ms-drg,spinal procedures with cc or spinal neurostimulators,UHC,126016.69,39788,50613,50613,75610.01
17 (tie),8/30/2021,Barnes-Jewish Hospital,30,ms-drg,spinal procedures without cc/mcc,AETNA LOCAL NON LOCAL,58923.98,12742.2,34429.4,50613,35354.39
17 (tie),8/30/2021,Barnes-Jewish Hospital,30,ms-drg,spinal procedures without cc/mcc,TRICARE,58923.98,12742.2,12742.2,50613,35354.39
17 (tie),8/30/2021,Barnes-Jewish Hospital,30,ms-drg,spinal procedures without cc/mcc,UHC,58923.98,12742.2,50613,50613,35354.39
17 (tie),8/30/2021,Barnes-Jewish Hospital,32,ms-drg,ventricular shunt procedures with cc,ACCESS PPO,66158.7,11466.22,42052.01,42052.01,39695.22
17 (tie),8/30/2021,Barnes-Jewish Hospital,32,ms-drg,ventricular shunt procedures with cc,CONNECT NETWORK,66158.7,11466.22,11466.22,42052.01,39695.22
17 (tie),8/30/2021,Barnes-Jewish Hospital,35,ms-drg,carotid artery stent procedures with cc,UHC MEDICARE,61855.24,18341.53,18341.53,18341.53,37113.14
17 (tie),8/30/2021,Barnes-Jewish Hospital,36,ms-drg,carotid artery stent procedures without cc/mcc,UHC MEDICARE,52499.86,13827.92,13827.92,13827.92,31499.92
17 (tie),8/30/2021,Barnes-Jewish Hospital,37,ms-drg,extracranial procedures with mcc,UHC,97649.41,7972,7972,7972,58589.65
17 (tie),8/30/2021,Barnes-Jewish Hospital,38,ms-drg,extracranial procedures with cc,UHC MEDICARE,46396.83,13638.4,13638.4,13638.4,27838.1
17 (tie),8/30/2021,Barnes-Jewish Hospital,39,ms-drg,extracranial procedures without cc/mcc,ACCESS CHOICE PPO,35395.45,5763.36,16989.49,16989.49,21237.27
17 (tie),8/30/2021,Barnes-Jewish Hospital,39,ms-drg,extracranial procedures without cc/mcc,TRICARE,35395.45,5763.36,9885.5,16989.49,21237.27
17 (tie),8/30/2021,Barnes-Jewish Hospital,39,ms-drg,extracranial procedures without cc/mcc,UHC,35395.45,5763.36,5763.36,16989.49,21237.27
17 (tie),8/30/2021,Barnes-Jewish Hospital,40,ms-drg,"peripheral, cranial nerve and other nervous system procedures with mcc",UHC,104087.34,30261.16,35420.9,35420.9,62452.4
17 (tie),8/30/2021,Barnes-Jewish Hospital,41,ms-drg,"peripheral, cranial nerve and other nervous system procedures with cc or peripheral neurostimulator",ACCESS PPO,64685.73,18100.5,47009.93,47009.93,38811.44
17 (tie),8/30/2021,Barnes-Jewish Hospital,41,ms-drg,"peripheral, cranial nerve and other nervous system procedures with cc or peripheral neurostimulator",UHC MEDICARE,64685.73,18100.5,18386.7,47009.93,38811.44
17 (tie),8/30/2021,Barnes-Jewish Hospital,42,ms-drg,"peripheral, cranial nerve and other nervous system procedures without cc/mcc",ACCESS PPO,55370.35,6568.13,37761.03,38949.56,33222.21
17 (tie),8/30/2021,Barnes-Jewish Hospital,54,ms-drg,nervous system neoplasms with mcc,ACCESS CHOICE PPO,37860.45,9276.56,20426.95,29316,22716.27
17 (tie),8/30/2021,Barnes-Jewish Hospital,54,ms-drg,nervous system neoplasms with mcc,ACCESS PPO,37860.45,9276.56,24895.58,29316,22716.27
17 (tie),8/30/2021,Barnes-Jewish Hospital,54,ms-drg,nervous system neoplasms with mcc,TRICARE,37860.45,9276.56,9276.56,29316,22716.27
17 (tie),8/30/2021,Barnes-Jewish Hospital,54,ms-drg,nervous system neoplasms with mcc,UHC,37860.45,9276.56,29316,29316,22716.27
17 (tie),8/30/2021,Barnes-Jewish Hospital,54,ms-drg,nervous system neoplasms with mcc,UHC MEDICARE,37860.45,9276.56,11147.85,29316,22716.27
17 (tie),8/30/2021,Barnes-Jewish Hospital,56,ms-drg,degenerative nervous system disorders with mcc,UHC MEDICARE,34093,17481.67,17481.67,17481.67,20455.8
17 (tie),8/30/2021,Barnes-Jewish Hospital,61,ms-drg,"ischemic stroke, precerebral occlusion or transient ischemia with thrombolytic agent with mcc",UHC MEDICARE,79327.4,21956.99,21956.99,21956.99,47596.44
17 (tie),8/30/2021,Barnes-Jewish Hospital,62,ms-drg,"ischemic stroke, precerebral occlusion or transient ischemia with thrombolytic agent with cc",UHC,59743.12,10226,10226,15740.21,35845.87
17 (tie),8/30/2021,Barnes-Jewish Hospital,62,ms-drg,"ischemic stroke, precerebral occlusion or transient ischemia with thrombolytic agent with cc",UHC MEDICARE,59743.12,10226,15740.21,15740.21,35845.87
17 (tie),8/30/2021,Barnes-Jewish Hospital,64,ms-drg,intracranial hemorrhage or cerebral infarction with mcc,ACCESS CHOICE PPO,47326.97,10344.36,38061.66,47646.07,28396.18
17 (tie),8/30/2021,Barnes-Jewish Hospital,64,ms-drg,intracranial hemorrhage or cerebral infarction with mcc,ADVANTRA,47326.97,10344.36,16470.13,47646.07,28396.18
17 (tie),8/30/2021,Barnes-Jewish Hospital,64,ms-drg,intracranial hemorrhage or cerebral infarction with mcc,AETNA MEDICARE,47326.97,10344.36,13553.86,47646.07,28396.18
17 (tie),8/30/2021,Barnes-Jewish Hospital,64,ms-drg,intracranial hemorrhage or cerebral infarction with mcc,TRICARE,47326.97,10344.36,10344.36,47646.07,28396.18
17 (tie),8/30/2021,Barnes-Jewish Hospital,64,ms-drg,intracranial hemorrhage or cerebral infarction with mcc,UHC,47326.97,10344.36,29078,47646.07,28396.18
17 (tie),8/30/2021,Barnes-Jewish Hospital,64,ms-drg,intracranial hemorrhage or cerebral infarction with mcc,UHC MEDICARE,47326.97,10344.36,14993.35,47646.07,28396.18
17 (tie),8/30/2021,Barnes-Jewish Hospital,65,ms-drg,intracranial hemorrhage or cerebral infarction with cc or tpa in 24 hours,ACCESS CHOICE PPO,28600.05,8082.64,22191.33,30915,17160.03
17 (tie),8/30/2021,Barnes-Jewish Hospital,65,ms-drg,intracranial hemorrhage or cerebral infarction with cc or tpa in 24 hours,ACCESS PPO,28600.05,8082.64,27127.21,30915,17160.03
17 (tie),8/30/2021,Barnes-Jewish Hospital,65,ms-drg,intracranial hemorrhage or cerebral infarction with cc or tpa in 24 hours,AETNA MCR GOLD,28600.05,8082.64,8082.64,30915,17160.03
17 (tie),8/30/2021,Barnes-Jewish Hospital,65,ms-drg,intracranial hemorrhage or cerebral infarction with cc or tpa in 24 hours,AETNA MEDICARE,28600.05,8082.64,8871.01,30915,17160.03
17 (tie),8/30/2021,Barnes-Jewish Hospital,65,ms-drg,intracranial hemorrhage or cerebral infarction with cc or tpa in 24 hours,CONNECT NETWORK,28600.05,8082.64,12218,30915,17160.03
17 (tie),8/30/2021,Barnes-Jewish Hospital,66,ms-drg,intracranial hemorrhage or cerebral infarction without cc/mcc,TRICARE,22538.53,5273.2,5273.2,19330.85,13523.12
17 (tie),8/30/2021,Barnes-Jewish Hospital,66,ms-drg,intracranial hemorrhage or cerebral infarction without cc/mcc,UHC,22538.53,5273.2,19330.85,19330.85,13523.12
17 (tie),8/30/2021,Barnes-Jewish Hospital,66,ms-drg,intracranial hemorrhage or cerebral infarction without cc/mcc,UHC MEDICARE,22538.53,5273.2,6493.85,19330.85,13523.12
17 (tie),8/30/2021,Barnes-Jewish Hospital,69,ms-drg,transient ischemia without thrombolytic,UHC,18770.75,4926.57,14840,14840,11262.45
17 (tie),8/30/2021,Barnes-Jewish Hospital,69,ms-drg,transient ischemia without thrombolytic,UHC MEDICARE,18770.75,4926.57,4926.57,14840,11262.45
17 (tie),8/30/2021,Barnes-Jewish Hospital,70,ms-drg,nonspecific cerebrovascular disorders with mcc,UHC,44310.48,13621.57,33957.1,33957.1,26586.29
17 (tie),8/30/2021,Barnes-Jewish Hospital,70,ms-drg,nonspecific cerebrovascular disorders with mcc,UHC MEDICARE,44310.48,13621.57,13621.57,33957.1,26586.29
17 (tie),8/30/2021,Barnes-Jewish Hospital,74,ms-drg,cranial and peripheral nerve disorders without mcc,TRICARE,18102.78,6059.42,6059.42,19303.64,10861.67
17 (tie),8/30/2021,Barnes-Jewish Hospital,74,ms-drg,cranial and peripheral nerve disorders without mcc,UHC MEDICARE,18102.78,6059.42,8304.32,19303.64,10861.67
17 (tie),8/30/2021,Barnes-Jewish Hospital,83,ms-drg,traumatic stupor and coma >1 hour with cc,AETNA MCR GOLD,43812.4,9652.95,9652.95,21245.79,26287.44
17 (tie),8/30/2021,Barnes-Jewish Hospital,83,ms-drg,traumatic stupor and coma >1 hour with cc,CONNECT NETWORK,43812.4,9652.95,15100.2,21245.79,26287.44
17 (tie),8/30/2021,Barnes-Jewish Hospital,83,ms-drg,traumatic stupor and coma >1 hour with cc,UHC MEDICARE,43812.4,9652.95,10918.4,21245.79,26287.44
17 (tie),8/30/2021,Barnes-Jewish Hospital,84,ms-drg,traumatic stupor and coma >1 hour without cc/mcc,UHC MEDICARE,37927.6,7859.98,7859.98,16056.5,22756.56
17 (tie),8/30/2021,Barnes-Jewish Hospital,85,ms-drg,traumatic stupor and coma <1 hour with mcc,UHC,51154.25,10242,10242,15179.74,30692.55
17 (tie),8/30/2021,Barnes-Jewish Hospital,85,ms-drg,traumatic stupor and coma <1 hour with mcc,UHC MEDICARE,51154.25,10242,15179.74,15179.74,30692.55
17 (tie),8/30/2021,Barnes-Jewish Hospital,86,ms-drg,traumatic stupor and coma <1 hour with cc,UHC,42462.38,9988.44,19126.15,19126.15,25477.43
17 (tie),8/30/2021,Barnes-Jewish Hospital,87,ms-drg,traumatic stupor and coma <1 hour without cc/mcc,UHC MEDICARE,36805.95,7392.04,7392.04,7944,22083.57
17 (tie),8/30/2021,Barnes-Jewish Hospital,92,ms-drg,other disorders of nervous system with cc,CONNECT NETWORK,27310.3,3269.5,8868,22220.24,16386.18
17 (tie),8/30/2021,Barnes-Jewish Hospital,93,ms-drg,other disorders of nervous system without cc/mcc,UHC,21142.33,9772,9772,9772,12685.4
17 (tie),8/30/2021,Barnes-Jewish Hospital,97,ms-drg,non-bacterial infection of nervous system except viral meningitis with mcc,UHC,84715.68,30431,30431,30431,50829.41
17 (tie),8/30/2021,Barnes-Jewish Hospital,99,ms-drg,non-bacterial infection of nervous system except viral meningitis without cc/mcc,TRICARE,45891.48,5548.31,5548.31,5548.31,27534.89
17 (tie),8/30/2021,Barnes-Jewish Hospital,100,ms-drg,seizures with mcc,ACCESS CHOICE PPO,43311.35,8040,35463.95,47074.69,25986.81
17 (tie),8/30/2021,Barnes-Jewish Hospital,100,ms-drg,seizures with mcc,ACCESS PPO,43311.35,8040,47074.69,47074.69,25986.81
17 (tie),8/30/2021,Barnes-Jewish Hospital,100,ms-drg,seizures with mcc,AETNA MCR GOLD,43311.35,8040,14820.53,47074.69,25986.81
17 (tie),8/30/2021,Barnes-Jewish Hospital,100,ms-drg,seizures with mcc,CONNECT NETWORK,43311.35,8040,8040,47074.69,25986.81
17 (tie),8/30/2021,Barnes-Jewish Hospital,100,ms-drg,seizures with mcc,UHC MEDICARE,43311.35,8040,12130.59,47074.69,25986.81
17 (tie),8/30/2021,Barnes-Jewish Hospital,101,ms-drg,seizures without mcc,CONNECT NETWORK,23738.58,5098.64,8040,21799.64,14243.15
17 (tie),8/30/2021,Barnes-Jewish Hospital,101,ms-drg,seizures without mcc,TRICARE,23738.58,5098.64,5098.64,21799.64,14243.15
17 (tie),8/30/2021,Barnes-Jewish Hospital,101,ms-drg,seizures without mcc,UHC COMMUNITY PLAN,23738.58,5098.64,7050,21799.64,14243.15
17 (tie),8/30/2021,Barnes-Jewish Hospital,103,ms-drg,headaches without mcc,UHC MEDICARE,19212.6,4197.66,5001.78,10364,11527.56
17 (tie),8/30/2021,Barnes-Jewish Hospital,115,ms-drg,extraocular procedures except orbit,UHC MEDICARE,43484.44,11166.65,11166.65,11166.65,26090.66
17 (tie),8/30/2021,Barnes-Jewish Hospital,123,ms-drg,neurological eye disorders,UHC MEDICARE,25973.65,6851.59,6851.59,15546.64,15584.19
17 (tie),8/30/2021,Barnes-Jewish Hospital,163,ms-drg,major chest procedures with mcc,UHC,112442.11,30269.59,30269.59,57768.95,67465.27
17 (tie),8/30/2021,Barnes-Jewish Hospital,163,ms-drg,major chest procedures with mcc,UHC MEDICARE,112442.11,30269.59,37723.68,57768.95,67465.27
17 (tie),8/30/2021,Barnes-Jewish Hospital,164,ms-drg,major chest procedures with cc,ACCESS PPO,62509.29,19435,48799.12,50307.02,37505.57
17 (tie),8/30/2021,Barnes-Jewish Hospital,164,ms-drg,major chest procedures with cc,ANTHEM ACCESS,62509.29,19435,50307.02,50307.02,37505.57
17 (tie),8/30/2021,Barnes-Jewish Hospital,164,ms-drg,major chest procedures with cc,CONNECT NETWORK,62509.29,19435,19435,50307.02,37505.57
17 (tie),8/30/2021,Barnes-Jewish Hospital,164,ms-drg,major chest procedures with cc,HEALTHLINK HMO,62509.29,19435,33875,50307.02,37505.57
17 (tie),8/30/2021,Barnes-Jewish Hospital,164,ms-drg,major chest procedures with cc,UHC MEDICARE,62509.29,19435,20006.63,50307.02,37505.57
17 (tie),8/30/2021,Barnes-Jewish Hospital,165,ms-drg,major chest procedures without cc/mcc,UHC MEDICARE,55219.86,14732.58,14732.58,35037.45,33131.92
17 (tie),8/30/2021,Barnes-Jewish Hospital,166,ms-drg,other respiratory system o.r. procedures with mcc,UHC MEDICARE,73663.45,19212,27805.15,27805.15,44198.07
17 (tie),8/30/2021,Barnes-Jewish Hospital,167,ms-drg,other respiratory system o.r. procedures with cc,TRICARE,37080.78,11760.43,15965.19,22011.95,22248.47
17 (tie),8/30/2021,Barnes-Jewish Hospital,167,ms-drg,other respiratory system o.r. procedures with cc,UHC MEDICARE,37080.78,11760.43,11760.43,22011.95,22248.47
17 (tie),8/30/2021,Barnes-Jewish Hospital,175,ms-drg,pulmonary embolism with mcc or acute cor pulmonale,ACCESS CHOICE PPO,35098.9,8938.72,23141.33,23141.33,21059.34
17 (tie),8/30/2021,Barnes-Jewish Hospital,175,ms-drg,pulmonary embolism with mcc or acute cor pulmonale,UHC MEDICARE,35098.9,8938.72,11929.3,23141.33,21059.34
17 (tie),8/30/2021,Barnes-Jewish Hospital,176,ms-drg,pulmonary embolism without mcc,UHC,24936.3,7645.63,7947,16947.93,14961.78
17 (tie),8/30/2021,Barnes-Jewish Hospital,176,ms-drg,pulmonary embolism without mcc,UHC MEDICARE,24936.3,7645.63,7645.63,16947.93,14961.78
