US News Ranking,Hospital Name,Billing Code Type,DRG Number,DRG Description,Payor,Plan,Charge Amount
7,New York-Presbyterian Hospital,MSDRG,122,ACUTE MAJOR EYE INFECTIONS WITHOUT CC/MCC,United Healthcare,UHC Community Plan/United Medicare,6064.474713015
7,New York-Presbyterian Hospital,MSDRG,123,NEUROLOGICAL EYE DISORDERS,United Healthcare,UHC Community Plan/United Medicare,7121.3404258259
7,New York-Presbyterian Hospital,MSDRG,124,OTHER DISORDERS OF THE EYE WITH MCC,United Healthcare,UHC Community Plan/United Medicare,12655.727076918
7,New York-Presbyterian Hospital,MSDRG,125,OTHER DISORDERS OF THE EYE WITHOUT MCC,United Healthcare,UHC Community Plan/United Medicare,7732.980764155
7,New York-Presbyterian Hospital,MSDRG,135,SINUS AND MASTOID PROCEDURES WITH CC/MCC,United Healthcare,UHC Community Plan/United Medicare,19116.2870608361
7,New York-Presbyterian Hospital,MSDRG,136,SINUS AND MASTOID PROCEDURES WITHOUT CC/MCC,United Healthcare,UHC Community Plan/United Medicare,11379.2981657325
7,New York-Presbyterian Hospital,MSDRG,137,MOUTH PROCEDURES WITH CC/MCC,United Healthcare,UHC Community Plan/United Medicare,13594.0983652092
7,New York-Presbyterian Hospital,MSDRG,138,MOUTH PROCEDURES WITHOUT CC/MCC,United Healthcare,UHC Community Plan/United Medicare,7902.8808581353
7,New York-Presbyterian Hospital,MSDRG,139,SALIVARY GLAND PROCEDURES,United Healthcare,UHC Community Plan/United Medicare,11192.8437036208
7,New York-Presbyterian Hospital,MSDRG,140,MAJOR HEAD AND NECK PROCEDURES WITH MCC,United Healthcare,UHC Community Plan/United Medicare,35099.0938504508
7,New York-Presbyterian Hospital,MSDRG,141,MAJOR HEAD AND NECK PROCEDURES WITH CC,United Healthcare,UHC Community Plan/United Medicare,19661.7099266395
7,New York-Presbyterian Hospital,MSDRG,142,MAJOR HEAD AND NECK PROCEDURES WITHOUT CC/MCC,United Healthcare,UHC Community Plan/United Medicare,14425.3019019129
7,New York-Presbyterian Hospital,MSDRG,143,"OTHER EAR, NOSE, MOUTH AND THROAT O.R. PROCEDURES WITH MCC",United Healthcare,UHC Community Plan/United Medicare,26402.8228862585
7,New York-Presbyterian Hospital,MSDRG,144,"OTHER EAR, NOSE, MOUTH AND THROAT O.R. PROCEDURES WITH CC",United Healthcare,UHC Community Plan/United Medicare,15787.9877838884
7,New York-Presbyterian Hospital,MSDRG,145,"OTHER EAR, NOSE, MOUTH AND THROAT O.R. PROCEDURES WITHOUT CC/MCC",United Healthcare,UHC Community Plan/United Medicare,11110.0718629637
7,New York-Presbyterian Hospital,MSDRG,146,"EAR, NOSE, MOUTH AND THROAT MALIGNANCY WITH MCC",United Healthcare,UHC Community Plan/United Medicare,18224.0937468061
7,New York-Presbyterian Hospital,MSDRG,147,"EAR, NOSE, MOUTH AND THROAT MALIGNANCY WITH CC",United Healthcare,UHC Community Plan/United Medicare,11776.6030008865
7,New York-Presbyterian Hospital,MSDRG,148,"EAR, NOSE, MOUTH AND THROAT MALIGNANCY WITHOUT CC/MCC",United Healthcare,UHC Community Plan/United Medicare,7297.3394975388
7,New York-Presbyterian Hospital,MSDRG,149,DYSEQUILIBRIUM,United Healthcare,UHC Community Plan/United Medicare,6861.6982309226
7,New York-Presbyterian Hospital,MSDRG,150,EPISTAXIS WITH MCC,United Healthcare,UHC Community Plan/United Medicare,12006.6215896598
7,New York-Presbyterian Hospital,MSDRG,151,EPISTAXIS WITHOUT MCC,United Healthcare,UHC Community Plan/United Medicare,6873.8961863879
7,New York-Presbyterian Hospital,MSDRG,152,OTITIS MEDIA AND URI WITH MCC,United Healthcare,UHC Community Plan/United Medicare,9854.5537325759
7,New York-Presbyterian Hospital,MSDRG,153,OTITIS MEDIA AND URI WITHOUT MCC,United Healthcare,UHC Community Plan/United Medicare,6654.3329880133
7,New York-Presbyterian Hospital,MSDRG,154,"OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITH MCC",United Healthcare,UHC Community Plan/United Medicare,13917.3441850385
7,New York-Presbyterian Hospital,MSDRG,155,"OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITH CC",United Healthcare,UHC Community Plan/United Medicare,8364.6606007485
7,New York-Presbyterian Hospital,MSDRG,156,"OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITHOUT CC/MCC",United Healthcare,UHC Community Plan/United Medicare,6176.870159802
7,New York-Presbyterian Hospital,MSDRG,157,DENTAL AND ORAL DISEASES WITH MCC,United Healthcare,UHC Community Plan/United Medicare,14173.5012498088
7,New York-Presbyterian Hospital,MSDRG,158,DENTAL AND ORAL DISEASES WITH CC,United Healthcare,UHC Community Plan/United Medicare,8283.6313251579
7,New York-Presbyterian Hospital,MSDRG,159,DENTAL AND ORAL DISEASES WITHOUT CC/MCC,United Healthcare,UHC Community Plan/United Medicare,6217.8204388639
7,New York-Presbyterian Hospital,MSDRG,163,MAJOR CHEST PROCEDURES WITH MCC,United Healthcare,UHC Community Plan/United Medicare,44063.7198348788
7,New York-Presbyterian Hospital,MSDRG,164,MAJOR CHEST PROCEDURES WITH CC,United Healthcare,UHC Community Plan/United Medicare,23578.1249135191
7,New York-Presbyterian Hospital,MSDRG,165,MAJOR CHEST PROCEDURES WITHOUT CC/MCC,United Healthcare,UHC Community Plan/United Medicare,17139.3469929318
7,New York-Presbyterian Hospital,MSDRG,166,OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITH MCC,United Healthcare,UHC Community Plan/United Medicare,32882.5510859077
7,New York-Presbyterian Hospital,MSDRG,167,OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITH CC,United Healthcare,UHC Community Plan/United Medicare,16286.3613928973
7,New York-Presbyterian Hospital,MSDRG,168,OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITHOUT CC/MCC,United Healthcare,UHC Community Plan/United Medicare,12240.9965910994
7,New York-Presbyterian Hospital,MSDRG,175,PULMONARY EMBOLISM WITH MCC OR ACUTE COR PULMONALE,United Healthcare,UHC Community Plan/United Medicare,13910.3739247726
7,New York-Presbyterian Hospital,MSDRG,176,PULMONARY EMBOLISM WITHOUT MCC,United Healthcare,UHC Community Plan/United Medicare,8175.5922910371
7,New York-Presbyterian Hospital,MSDRG,177,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,United Healthcare,UHC Community Plan/United Medicare,16551.2312829999
7,New York-Presbyterian Hospital,MSDRG,178,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC,United Healthcare,UHC Community Plan/United Medicare,10963.6963973807
7,New York-Presbyterian Hospital,MSDRG,179,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITHOUT CC/MCC,United Healthcare,UHC Community Plan/United Medicare,8044.028628519
7,New York-Presbyterian Hospital,MSDRG,180,RESPIRATORY NEOPLASMS WITH MCC,United Healthcare,UHC Community Plan/United Medicare,15599.7907567102
7,New York-Presbyterian Hospital,MSDRG,181,RESPIRATORY NEOPLASMS WITH CC,United Healthcare,UHC Community Plan/United Medicare,10199.5816157359
7,New York-Presbyterian Hospital,MSDRG,182,RESPIRATORY NEOPLASMS WITHOUT CC/MCC,United Healthcare,UHC Community Plan/United Medicare,7340.9036242004
7,New York-Presbyterian Hospital,MSDRG,183,MAJOR CHEST TRAUMA WITH MCC,United Healthcare,UHC Community Plan/United Medicare,14022.7693715596
7,New York-Presbyterian Hospital,MSDRG,184,MAJOR CHEST TRAUMA WITH CC,United Healthcare,UHC Community Plan/United Medicare,9509.5258494158
7,New York-Presbyterian Hospital,MSDRG,185,MAJOR CHEST TRAUMA WITHOUT CC/MCC,United Healthcare,UHC Community Plan/United Medicare,7191.9143110177
7,New York-Presbyterian Hospital,MSDRG,186,PLEURAL EFFUSION WITH MCC,United Healthcare,UHC Community Plan/United Medicare,13891.2057090415
7,New York-Presbyterian Hospital,MSDRG,187,PLEURAL EFFUSION WITH CC,United Healthcare,UHC Community Plan/United Medicare,9439.8232467573
7,New York-Presbyterian Hospital,MSDRG,188,PLEURAL EFFUSION WITHOUT CC/MCC,United Healthcare,UHC Community Plan/United Medicare,6796.3520409302
7,New York-Presbyterian Hospital,MSDRG,189,PULMONARY EDEMA AND RESPIRATORY FAILURE,United Healthcare,UHC Community Plan/United Medicare,11123.1411009622
7,New York-Presbyterian Hospital,MSDRG,190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC,United Healthcare,UHC Community Plan/United Medicare,10243.1457423975
7,New York-Presbyterian Hospital,MSDRG,191,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH CC,United Healthcare,UHC Community Plan/United Medicare,8145.0974023739
7,New York-Presbyterian Hospital,MSDRG,192,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITHOUT CC/MCC,United Healthcare,UHC Community Plan/United Medicare,6500.9872621644
7,New York-Presbyterian Hospital,MSDRG,193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,United Healthcare,UHC Community Plan/United Medicare,11871.5727970088
7,New York-Presbyterian Hospital,MSDRG,194,SIMPLE PNEUMONIA AND PLEURISY WITH CC,United Healthcare,UHC Community Plan/United Medicare,7967.3557655945
7,New York-Presbyterian Hospital,MSDRG,195,SIMPLE PNEUMONIA AND PLEURISY WITHOUT CC/MCC,United Healthcare,UHC Community Plan/United Medicare,6241.3450672612
7,New York-Presbyterian Hospital,MSDRG,196,INTERSTITIAL LUNG DISEASE WITH MCC,United Healthcare,UHC Community Plan/United Medicare,15588.4640837782
7,New York-Presbyterian Hospital,MSDRG,197,INTERSTITIAL LUNG DISEASE WITH CC,United Healthcare,UHC Community Plan/United Medicare,9214.1610706501
7,New York-Presbyterian Hospital,MSDRG,198,INTERSTITIAL LUNG DISEASE WITHOUT CC/MCC,United Healthcare,UHC Community Plan/United Medicare,6917.4603130495
7,New York-Presbyterian Hospital,MSDRG,199,PNEUMOTHORAX WITH MCC,United Healthcare,UHC Community Plan/United Medicare,16036.3033058596
7,New York-Presbyterian Hospital,MSDRG,200,PNEUMOTHORAX WITH CC,United Healthcare,UHC Community Plan/United Medicare,9819.7024312466
7,New York-Presbyterian Hospital,MSDRG,201,PNEUMOTHORAX WITHOUT CC/MCC,United Healthcare,UHC Community Plan/United Medicare,6622.966816817
7,New York-Presbyterian Hospital,MSDRG,202,BRONCHITIS AND ASTHMA WITH CC/MCC,United Healthcare,UHC Community Plan/United Medicare,8865.6480573571
7,New York-Presbyterian Hospital,MSDRG,203,BRONCHITIS AND ASTHMA WITHOUT CC/MCC,United Healthcare,UHC Community Plan/United Medicare,6600.3134709529
7,New York-Presbyterian Hospital,MSDRG,204,RESPIRATORY SIGNS AND SYMPTOMS,United Healthcare,UHC Community Plan/United Medicare,7354.8441447322
7,New York-Presbyterian Hospital,MSDRG,205,OTHER RESPIRATORY SYSTEM DIAGNOSES WITH MCC,United Healthcare,UHC Community Plan/United Medicare,15119.7140808991
7,New York-Presbyterian Hospital,MSDRG,206,OTHER RESPIRATORY SYSTEM DIAGNOSES WITHOUT MCC,United Healthcare,UHC Community Plan/United Medicare,8159.9092054389
7,New York-Presbyterian Hospital,MSDRG,207,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT >96 HOURS,United Healthcare,UHC Community Plan/United Medicare,50417.9833497425
7,New York-Presbyterian Hospital,MSDRG,208,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT <=96 HOURS,United Healthcare,UHC Community Plan/United Medicare,22612.7438666976
7,New York-Presbyterian Hospital,MSDRG,215,OTHER HEART ASSIST SYSTEM IMPLANT,United Healthcare,UHC Community Plan/United Medicare,92433.8409498076
7,New York-Presbyterian Hospital,MSDRG,216,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZATION WITH MCC,United Healthcare,UHC Community Plan/United Medicare,87911.0133197983
7,New York-Presbyterian Hospital,MSDRG,217,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZATION WITH CC,United Healthcare,UHC Community Plan/United Medicare,56929.9490031214
7,New York-Presbyterian Hospital,MSDRG,218,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZATION WITHOUT CC/MCC,United Healthcare,UHC Community Plan/United Medicare,53669.6097637658
7,New York-Presbyterian Hospital,MSDRG,219,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH MCC,United Healthcare,UHC Community Plan/United Medicare,70644.8073587323
7,New York-Presbyterian Hospital,MSDRG,220,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH CC,United Healthcare,UHC Community Plan/United Medicare,47535.7807298098
7,New York-Presbyterian Hospital,MSDRG,221,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITHOUT CC/MCC,United Healthcare,UHC Community Plan/United Medicare,40344.2147005098
7,New York-Presbyterian Hospital,MSDRG,222,"CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITH AMI, HF OR SHOCK WITH MCC",United Healthcare,UHC Community Plan/United Medicare,69716.0201783065
7,New York-Presbyterian Hospital,MSDRG,223,"CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITH AMI, HF OR SHOCK WITHOUT MCC",United Healthcare,UHC Community Plan/United Medicare,50962.5349330128
7,New York-Presbyterian Hospital,MSDRG,224,"CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITHOUT AMI, HF OR SHOCK WITH MCC",United Healthcare,UHC Community Plan/United Medicare,65952.9509172759
7,New York-Presbyterian Hospital,MSDRG,225,"CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITHOUT AMI, HF OR SHOCK WITHOUT MCC",United Healthcare,UHC Community Plan/United Medicare,49387.2561129286
7,New York-Presbyterian Hospital,MSDRG,226,CARDIAC DEFIBRILLATOR IMPLANT WITHOUT CARDIAC CATHETERIZATION WITH MCC,United Healthcare,UHC Community Plan/United Medicare,57640.0442677057
7,New York-Presbyterian Hospital,MSDRG,227,CARDIAC DEFIBRILLATOR IMPLANT WITHOUT CARDIAC CATHETERIZATION WITHOUT MCC,United Healthcare,UHC Community Plan/United Medicare,45852.4628756049
7,New York-Presbyterian Hospital,MSDRG,228,OTHER CARDIOTHORACIC PROCEDURES WITH MCC,United Healthcare,UHC Community Plan/United Medicare,46882.3188298856
7,New York-Presbyterian Hospital,MSDRG,229,OTHER CARDIOTHORACIC PROCEDURES WITHOUT MCC,United Healthcare,UHC Community Plan/United Medicare,30422.9204945927
7,New York-Presbyterian Hospital,MSDRG,231,CORONARY BYPASS WITH PTCA WITH MCC,United Healthcare,UHC Community Plan/United Medicare,76380.460275001
7,New York-Presbyterian Hospital,MSDRG,233,CORONARY BYPASS WITH CARDIAC CATHETERIZATION WITH MCC,United Healthcare,UHC Community Plan/United Medicare,69465.9620912688
7,New York-Presbyterian Hospital,MSDRG,234,CORONARY BYPASS WITH CARDIAC CATHETERIZATION WITHOUT MCC,United Healthcare,UHC Community Plan/United Medicare,46931.9819342798
7,New York-Presbyterian Hospital,MSDRG,235,CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITH MCC,United Healthcare,UHC Community Plan/United Medicare,53624.3030720377
7,New York-Presbyterian Hospital,MSDRG,236,CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITHOUT MCC,United Healthcare,UHC Community Plan/United Medicare,36136.7913475306
7,New York-Presbyterian Hospital,MSDRG,239,AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITH MCC,United Healthcare,UHC Community Plan/United Medicare,42401.3127614714
7,New York-Presbyterian Hospital,MSDRG,240,AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITH CC,United Healthcare,UHC Community Plan/United Medicare,24738.6732477846
7,New York-Presbyterian Hospital,MSDRG,241,AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITHOUT CC/MCC,United Healthcare,UHC Community Plan/United Medicare,14314.6490201924
7,New York-Presbyterian Hospital,MSDRG,242,PERMANENT CARDIAC PACEMAKER IMPLANT WITH MCC,United Healthcare,UHC Community Plan/United Medicare,32918.2736697702
7,New York-Presbyterian Hospital,MSDRG,243,PERMANENT CARDIAC PACEMAKER IMPLANT WITH CC,United Healthcare,UHC Community Plan/United Medicare,22383.5965604575
7,New York-Presbyterian Hospital,MSDRG,244,PERMANENT CARDIAC PACEMAKER IMPLANT WITHOUT CC/MCC,United Healthcare,UHC Community Plan/United Medicare,18417.5184691837
7,New York-Presbyterian Hospital,MSDRG,245,AICD GENERATOR PROCEDURES,United Healthcare,UHC Community Plan/United Medicare,47644.6910464639
7,New York-Presbyterian Hospital,MSDRG,246,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITH MCC OR 4+ ARTERIES OR STENTS,United Healthcare,UHC Community Plan/United Medicare,27661.8261467792
7,New York-Presbyterian Hospital,MSDRG,247,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITHOUT MCC,United Healthcare,UHC Community Plan/United Medicare,17632.4929067413
7,New York-Presbyterian Hospital,MSDRG,248,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH NON-DRUG-ELUTING STENT WITH MCC OR 4+ ARTERIES OR STENTS,United Healthcare,UHC Community Plan/United Medicare,27992.0422268743
7,New York-Presbyterian Hospital,MSDRG,249,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH NON-DRUG-ELUTING STENT WITHOUT MCC,United Healthcare,UHC Community Plan/United Medicare,16765.5667861751
7,New York-Presbyterian Hospital,MSDRG,250,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITHOUT CORONARY ARTERY STENT WITH MCC,United Healthcare,UHC Community Plan/United Medicare,22412.3488840542
7,New York-Presbyterian Hospital,MSDRG,251,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITHOUT CORONARY ARTERY STENT WITHOUT MCC,United Healthcare,UHC Community Plan/United Medicare,14889.6954921258
7,New York-Presbyterian Hospital,MSDRG,252,OTHER VASCULAR PROCEDURES WITH MCC,United Healthcare,UHC Community Plan/United Medicare,29416.5891687093
7,New York-Presbyterian Hospital,MSDRG,253,OTHER VASCULAR PROCEDURES WITH CC,United Healthcare,UHC Community Plan/United Medicare,23560.6992628544
7,New York-Presbyterian Hospital,MSDRG,254,OTHER VASCULAR PROCEDURES WITHOUT CC/MCC,United Healthcare,UHC Community Plan/United Medicare,16261.9654819668
7,New York-Presbyterian Hospital,MSDRG,255,UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITH MCC,United Healthcare,UHC Community Plan/United Medicare,22529.9720260405
7,New York-Presbyterian Hospital,MSDRG,256,UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITH CC,United Healthcare,UHC Community Plan/United Medicare,14765.9733724068
7,New York-Presbyterian Hospital,MSDRG,258,CARDIAC PACEMAKER DEVICE REPLACEMENT WITH MCC,United Healthcare,UHC Community Plan/United Medicare,28043.447896335
7,New York-Presbyterian Hospital,MSDRG,259,CARDIAC PACEMAKER DEVICE REPLACEMENT WITHOUT MCC,United Healthcare,UHC Community Plan/United Medicare,18643.1806452909
7,New York-Presbyterian Hospital,MSDRG,260,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITH MCC,United Healthcare,UHC Community Plan/United Medicare,31521.6077689987
7,New York-Presbyterian Hospital,MSDRG,261,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITH CC,United Healthcare,UHC Community Plan/United Medicare,17812.8483911204
7,New York-Presbyterian Hospital,MSDRG,262,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITHOUT CC/MCC,United Healthcare,UHC Community Plan/United Medicare,15306.1685430109
7,New York-Presbyterian Hospital,MSDRG,263,VEIN LIGATION AND STRIPPING,United Healthcare,UHC Community Plan/United Medicare,20594.8535197314
7,New York-Presbyterian Hospital,MSDRG,264,OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,United Healthcare,UHC Community Plan/United Medicare,28788.3944622487
7,New York-Presbyterian Hospital,MSDRG,265,AICD LEAD PROCEDURES,United Healthcare,UHC Community Plan/United Medicare,29763.3596169357
7,New York-Presbyterian Hospital,MSDRG,266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,United Healthcare,UHC Community Plan/United Medicare,61847.4676206849
7,New York-Presbyterian Hospital,MSDRG,267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,United Healthcare,UHC Community Plan/United Medicare,49214.7421713486
7,New York-Presbyterian Hospital,MSDRG,268,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITH MCC,United Healthcare,UHC Community Plan/United Medicare,61110.3625975703
7,New York-Presbyterian Hospital,MSDRG,269,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITHOUT MCC,United Healthcare,UHC Community Plan/United Medicare,38037.0585525104
7,New York-Presbyterian Hospital,MSDRG,270,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH MCC,United Healthcare,UHC Community Plan/United Medicare,45633.7709597636
7,New York-Presbyterian Hospital,MSDRG,271,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH CC,United Healthcare,UHC Community Plan/United Medicare,31505.0534008673
7,New York-Presbyterian Hospital,MSDRG,272,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITHOUT CC/MCC,United Healthcare,UHC Community Plan/United Medicare,23863.0343018861
7,New York-Presbyterian Hospital,MSDRG,273,PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITH MCC,United Healthcare,UHC Community Plan/United Medicare,33781.7146602035
7,New York-Presbyterian Hospital,MSDRG,274,PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITHOUT MCC,United Healthcare,UHC Community Plan/United Medicare,29075.9176982154
7,New York-Presbyterian Hospital,MSDRG,280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",United Healthcare,UHC Community Plan/United Medicare,14440.9849875111
7,New York-Presbyterian Hospital,MSDRG,281,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",United Healthcare,UHC Community Plan/United Medicare,8548.5012152605
7,New York-Presbyterian Hospital,MSDRG,282,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC",United Healthcare,UHC Community Plan/United Medicare,6766.7284348003
7,New York-Presbyterian Hospital,MSDRG,283,"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH MCC",United Healthcare,UHC Community Plan/United Medicare,16687.1513581842
7,New York-Presbyterian Hospital,MSDRG,284,"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH CC",United Healthcare,UHC Community Plan/United Medicare,6743.203806403
7,New York-Presbyterian Hospital,MSDRG,285,"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITHOUT CC/MCC",United Healthcare,UHC Community Plan/United Medicare,4750.5806529006
7,New York-Presbyterian Hospital,MSDRG,286,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITH MCC",United Healthcare,UHC Community Plan/United Medicare,19053.5547184433
7,New York-Presbyterian Hospital,MSDRG,287,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITHOUT MCC",United Healthcare,UHC Community Plan/United Medicare,10156.0174890743
7,New York-Presbyterian Hospital,MSDRG,288,ACUTE AND SUBACUTE ENDOCARDITIS WITH MCC,United Healthcare,UHC Community Plan/United Medicare,23837.7671084223
7,New York-Presbyterian Hospital,MSDRG,289,ACUTE AND SUBACUTE ENDOCARDITIS WITH CC,United Healthcare,UHC Community Plan/United Medicare,14760.7456772074
7,New York-Presbyterian Hospital,MSDRG,290,ACUTE AND SUBACUTE ENDOCARDITIS WITHOUT CC/MCC,United Healthcare,UHC Community Plan/United Medicare,9387.5462947633
7,New York-Presbyterian Hospital,MSDRG,291,HEART FAILURE AND SHOCK WITH MCC,United Healthcare,UHC Community Plan/United Medicare,11490.8223299863
7,New York-Presbyterian Hospital,MSDRG,292,HEART FAILURE AND SHOCK WITH CC,United Healthcare,UHC Community Plan/United Medicare,7963.8706354616
7,New York-Presbyterian Hospital,MSDRG,293,HEART FAILURE AND SHOCK WITHOUT CC/MCC,United Healthcare,UHC Community Plan/United Medicare,5580.0416245378
7,New York-Presbyterian Hospital,MSDRG,294,DEEP VEIN THROMBOPHLEBITIS WITH CC/MCC,United Healthcare,UHC Community Plan/United Medicare,11617.158297305
7,New York-Presbyterian Hospital,MSDRG,296,"CARDIAC ARREST, UNEXPLAINED WITH MCC",United Healthcare,UHC Community Plan/United Medicare,14339.0449311229
7,New York-Presbyterian Hospital,MSDRG,297,"CARDIAC ARREST, UNEXPLAINED WITH CC",United Healthcare,UHC Community Plan/United Medicare,6600.3134709529
7,New York-Presbyterian Hospital,MSDRG,298,"CARDIAC ARREST, UNEXPLAINED WITHOUT CC/MCC",United Healthcare,UHC Community Plan/United Medicare,4699.1749834399
7,New York-Presbyterian Hospital,MSDRG,299,PERIPHERAL VASCULAR DISORDERS WITH MCC,United Healthcare,UHC Community Plan/United Medicare,13793.6220653195
7,New York-Presbyterian Hospital,MSDRG,300,PERIPHERAL VASCULAR DISORDERS WITH CC,United Healthcare,UHC Community Plan/United Medicare,9534.7930428796
7,New York-Presbyterian Hospital,MSDRG,301,PERIPHERAL VASCULAR DISORDERS WITHOUT CC/MCC,United Healthcare,UHC Community Plan/United Medicare,6914.8464654498
7,New York-Presbyterian Hospital,MSDRG,302,ATHEROSCLEROSIS WITH MCC,United Healthcare,UHC Community Plan/United Medicare,9979.1471348281
7,New York-Presbyterian Hospital,MSDRG,303,ATHEROSCLEROSIS WITHOUT MCC,United Healthcare,UHC Community Plan/United Medicare,6344.1564061826
7,New York-Presbyterian Hospital,MSDRG,304,HYPERTENSION WITH MCC,United Healthcare,UHC Community Plan/United Medicare,9998.3153505592
7,New York-Presbyterian Hospital,MSDRG,305,HYPERTENSION WITHOUT MCC,United Healthcare,UHC Community Plan/United Medicare,6886.9654243864
7,New York-Presbyterian Hospital,MSDRG,306,CARDIAC CONGENITAL AND VALVULAR DISORDERS WITH MCC,United Healthcare,UHC Community Plan/United Medicare,13574.0588669449
7,New York-Presbyterian Hospital,MSDRG,307,CARDIAC CONGENITAL AND VALVULAR DISORDERS WITHOUT MCC,United Healthcare,UHC Community Plan/United Medicare,8023.9891302546
7,New York-Presbyterian Hospital,MSDRG,308,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,United Healthcare,UHC Community Plan/United Medicare,10903.5779025877
7,New York-Presbyterian Hospital,MSDRG,309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,United Healthcare,UHC Community Plan/United Medicare,6979.321372909
7,New York-Presbyterian Hospital,MSDRG,310,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITHOUT CC/MCC,United Healthcare,UHC Community Plan/United Medicare,5312.5578868355
7,New York-Presbyterian Hospital,MSDRG,311,ANGINA PECTORIS,United Healthcare,UHC Community Plan/United Medicare,6526.2544556282
